Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,r_squared,r_squared_15d,slope,sma30w_dist,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
CAMP,0.03617580037797047,-0.0907028644830912,-0.09684680693626223,-0.09684680693626223,-0.06088987194521309,4.010000228881836,4.478821475372594,-0.10467513587416574,0.06973730713167942,0.4106740232402519,0.007915707754283094,-0.10391055542140087,-1.5,0.4603174603174603,26,False,False,4.428000020980835,4.482999968528747,4.546666638056437,4.65629997253418,0.25,0.375,-0.36254981048477886,0.10069989888863436,0.07505136190688436,0.0927146268218593,0.9964539055850643,0.7999977961113763,0.007882138464494984,44.884348807221144,42.589458413926494,64.71631205673759,29.368149580915542,24.383462282398455,51.660219213410706,45.37395228884591,67.63378465506125,54.146115409413284,57.43068987749839,35.29980657640232,70.64796905222437,66.67472598323661,51.660219213410706,54.90812379110251,32.38233397807866,Other
MWG,-0.0843601246149568,0.20000001480860727,-0.06621554583623099,-0.02177214294418935,0.0,1.9320000410079956,1.9897428932991061,-0.02902025808740024,0.39256873203674125,0.15974951921784114,-0.006764880843609343,-0.20712437089340213,-0.58,0.49206349206349204,28,False,False,2.0033000230789186,1.9920500099658967,1.9348000129063925,2.014880006313324,0.125,0.375,-0.371093730354914,0.11864172729447457,0.07660183836692067,0.07128068368729769,6.384848484848485,0.17406351791530944,-0.10936245053222977,44.88213249516441,55.573017408123796,75.20954223081883,29.368149580915542,15.328820116054159,42.61766602192134,51.40232108317215,36.00902643455835,46.63886202450032,44.44713088330109,24.806576402321085,70.64796905222437,67.13410702772404,42.61766602192134,4.7630560928433265,64.00709219858156,Other
ADUS,-0.047544241868287276,0.03534434067979248,0.0264662293481956,-0.01202364288276371,-0.01902061233380748,96.95999908447266,95.72520472499012,0.012899365042153612,0.6623402496372282,0.5548488768486094,-0.3051397203483523,-0.09712825092433815,-1.0,0.5396825396825397,18,False,False,95.16999893188476,94.13549919128418,95.42866592407226,99.56919952392577,0.125,0.75,-0.2213721119063505,0.07289468219715213,0.02732525638604444,0.02623321561570441,0.9578295394211234,0.8991657313367462,-0.07355185679066964,44.87568504190845,44.94277885235332,59.4455190199871,29.368149580915542,28.32849774339136,70.1966473243069,48.93617021276596,41.553836234687296,60.780343326885884,55.077369439071575,40.57059961315281,70.64796905222437,75.83413926499033,70.1966473243069,60.87201805286912,58.462282398452615,Other
FPH,-0.12164584733704795,0.014462746408549335,-0.029644287957251266,-0.016032049574248423,-0.023856929898778755,4.909999847412109,5.03687136003792,-0.025188555267144145,0.3920103549789794,0.00714084342257335,-0.008118279793295444,-0.11056098994399353,-1.3,0.4444444444444444,15,False,False,5.074000024795533,5.017500019073486,4.983333349227905,5.145600023269654,0.25,0.625,-0.15686276176425665,0.05394749773083802,0.0353332544706044,0.03527059267877773,1.3201932654058635,1.1325191844166502,-0.14563005486889483,44.86964055448098,42.16231463571889,31.830270793036753,29.368149580915542,45.321566731141196,85.1063829787234,67.64990328820116,30.754352030947775,66.26611863313991,57.857833655705996,68.18584784010316,70.64796905222437,64.67198581560282,85.1063829787234,58.38974854932302,69.26176660219213,Other
ADVB,-0.043321258622877064,0.16228075816690826,-0.1808345652855315,0.0,0.0,5.300000190734863,5.389868781183126,-0.016673613792233324,0.10120403875250568,0.29397552339995653,0.013516705179910325,-0.18538819187612596,0.68,0.6190476190476191,32,False,False,5.3040000915527346,5.584000062942505,5.14660005569458,4.888800044059753,0.375,0.25,-0.3841059516382909,0.21262966884454598,0.10886251550296244,0.1230188605669334,0.3121826240639915,0.015097460478025241,-0.06944418569612058,44.863797549967764,56.515957446808514,97.75950999355254,29.368149580915542,36.28707285622179,17.03739522888459,2.925531914893617,42.26305609284333,42.38958736299162,43.504190844616375,2.256608639587363,70.64796905222437,55.52869116698904,17.03739522888459,47.695035460992905,57.75306254029658,Other
MIRM,-0.08472601414536621,0.019701231315601503,0.024469821366785955,0.018598545943712262,0.0021276271089594413,94.19999694824219,94.07075225463379,0.0013739094299847344,0.255880260702207,0.5742172267496004,-0.16332472414464994,0.11080535088741622,0.01,0.6031746031746031,17,False,False,94.12799911499023,95.1924991607666,93.3273328145345,94.16399993896485,0.25,0.375,-0.20548701095965097,0.09219570952327608,0.03492794550518558,0.03485973911912817,1.5090987674409144,1.220202111908536,-0.10971834913767528,44.862185686653774,33.002901353965186,65.55045132172792,29.368149580915542,38.761283043197935,56.237911025145074,73.46067053513862,35.89619600257898,58.02546744036106,67.0172469374597,34.46566731141199,70.64796905222437,52.29690522243714,56.237911025145074,56.23791102514507,64.11992263056094,Other
CFND,-0.22803349471643503,-0.0415584029546565,-0.06345177572823865,-0.026385199377066976,-0.005390830382983777,3.690000057220459,3.806919795137181,-0.030712424797094785,0.5319569619023916,0.15753742975021584,-0.009985119459174926,-0.2683893899304888,-1.01,0.5079365079365079,23,False,False,3.8239999771118165,3.7695000052452086,3.818333355585734,3.8596000337600707,0.25,0.375,-0.23849373532765644,0.08619242114756626,0.03641419691365039,0.043515299042151755,1.7499352372104657,1.3979499896906344,-0.24911269701111605,44.86117827208253,36.23468729851709,68.14152159896841,29.368149580915542,35.00564152159897,60.18697614442296,80.36750483558995,18.697614442295293,59.38849935525468,63.7854609929078,31.8745970341715,70.64796905222437,56.05254674403611,60.18697614442296,55.05319148936171,81.31850419084462,Other
BMEZ,-0.05716165452500215,-0.017052661456103343,-0.016151653506541307,-0.009893950065207062,0.0007143020629882812,14.010000228881836,14.249824208501897,-0.01682996057431883,0.32485702550240775,0.4099836356288382,-0.011676174429704518,-0.03108699362134167,-1.33,0.47619047619047616,6,False,False,14.3,14.327639293670654,14.158857186635336,14.291142578125,0.375,0.5,-0.08688986435284264,0.08852870026314856,0.013774245277750601,0.014802920841790362,1.0221172103213243,1.2963979032221173,-0.08290665781131644,44.83861218568665,37.64909735654417,31.258059316569955,29.368149580915542,68.1777885235332,58.73629916183107,62.44358478401031,39.87749838813669,62.540699548678276,62.37105093488073,68.75805931656996,70.64796905222437,47.63459058671825,58.73629916183107,70.04352030947776,60.138620245003224,Other
CIGI,-0.24972937365966744,-0.027224212268043637,-0.06214484728928039,-0.050844359102323586,-0.058919310640792505,103.9800033569336,110.80533316755512,-0.06159748466529631,0.41433613877867587,0.21800206275429954,-0.3893216685399117,-0.21514347708653733,-1.62,0.47619047619047616,21,True,False,112.47100143432617,111.5070011138916,108.44633382161459,110.75540008544922,0.375,0.5,-0.3275991787399005,0.04837620696401566,0.03389658790726503,0.03772360010347365,0.8854697376587319,1.1851816747369441,-0.2702161515187349,44.83458252740168,25.306254029658284,54.31979368149581,54.36814958091554,40.07495164410058,89.45841392649903,55.84300451321728,16.634429400386846,68.27167956157318,74.7138942617666,45.6963249516441,45.64796905222437,75.73742746615088,89.45841392649903,72.46937459703418,83.38168923275306,Other
IIF,-0.05514859240788106,0.06559768641761092,-0.010379040786103072,-0.006793461007634664,0.0,21.93000030517578,22.051737174827608,-0.00552051154458665,0.4662893088554838,0.14208891304546045,-0.05076420636770363,-0.07684046834719381,-0.59,0.4444444444444444,10,False,False,22.331000137329102,21.99950008392334,21.568333371480307,22.21420009613037,0.375,0.625,-0.18861793597744056,0.07020934351948585,0.019315079810045366,0.02182267231778279,0.8840372843628269,1.1319433846291704,-0.08094856406822208,44.83357511283043,46.61911669890393,26.362024500322374,29.368149580915542,54.03368794326241,72.3565441650548,54.60186976144423,40.18375241779497,65.71627176015474,53.40103159252095,73.65409413281753,70.64796905222437,69.06431334622823,72.3565441650548,71.42166344294003,59.83236621534493,Other
AVAL,-0.14753073404408518,-0.012775034177975523,-0.00915330958822437,-0.05869564924438413,-0.039911373844965126,4.329999923706055,4.499032750937972,-0.03757092614999897,0.0022038914376209134,0.08446350388486318,0.0007647723188414921,0.02777023874098991,0.15,0.4603174603174603,22,True,False,4.601999998092651,4.541038060188294,4.42789839108785,4.295981345176696,0.625,0.125,-0.30331206885642525,0.09892288588432697,0.042867249762738674,0.05280435945272497,0.7433354103164311,0.8651660739642888,-0.17080813271889211,44.81463571889104,29.073984526112188,53.91279819471309,54.36814958091554,61.94390715667312,52.51450676982592,40.36911669890393,27.240490006447455,56.71602998065764,70.94616376531269,46.10332043842682,45.64796905222437,40.377176015473886,52.51450676982592,66.31205673758865,72.77562862669245,Other
MKLY,0.010967159848465616,0.010967159848465616,0.0,0.003662343588392529,0.003662343588392529,10.140000343322754,10.092077416025285,0.00474856913219588,0.38817166705747563,0.5389034397406762,0.0011433841812262704,0.0,3.93,0.14285714285714285,0,True,True,10.114599990844727,10.085949897766113,10.06913324991862,10.055579929351806,0.25,0.0,-0.004965167683793029,0.20575603453529198,0.0007920376191356216,0.0021344071560665664,0.21311475409836064,0.6020117136209013,-0.01663815868526676,44.81443423597678,54.11831076724694,2.7562862669245645,79.36814958091554,62.8747582205029,18.214055448098,17.142166344294004,59.993552546744034,41.5967520954223,45.90183752417795,97.25983236621533,20.647969052224372,1.8133462282398454,18.214055448098,63.39458413926499,40.02256608639587,Other
BRC,-0.03913410231424046,0.011960644951401462,-0.0014617507923083356,-0.005459802939084994,-0.001340163351579558,81.97000122070312,82.96815671146514,-0.012030585351356662,0.5992447564743929,0.29369157536692636,-0.19946815414545904,0.002305912883305911,-1.23,0.5555555555555556,18,False,False,82.86499938964843,82.70913887023926,82.46386210123698,85.2863395690918,0.25,0.5,-0.16723758619396797,0.09313582530071329,0.029819299262705094,0.031596920447245075,1.1475178489415891,0.6377733536566398,-0.0653713632533515,44.81040457769181,41.56592520954223,62.33478401031592,29.368149580915542,44.015957446808514,55.6254029658285,41.78755641521599,43.19793681495809,55.11484526112186,58.45422308188265,37.68133462282399,70.64796905222437,58.69197292069632,55.6254029658285,42.03739522888459,56.81818181818182,Other
IR,-0.12819934424562832,-0.033200244270122074,-0.08816948949783943,-0.07796694304490481,-0.04594165839107454,77.45999908447266,83.37701911983442,-0.07096703741420002,0.5525482497862824,0.5564174570672914,-0.2591142452990039,-0.06907487314531761,-2.59,0.49206349206349204,21,False,False,83.54099960327149,83.40249977111816,82.68733342488606,85.66787078857422,0.125,0.375,-0.22076934643461107,0.04598450037073989,0.031882447878813044,0.0369766738949067,1.3217396338611496,1.4403861335962778,-0.1520046029680022,44.8041586073501,31.98339780786589,58.14393939393939,29.368149580915542,28.368794326241137,91.37653127014829,73.03352675693101,29.851708575112827,64.52792553191489,68.03675048355899,41.87217923920052,70.64796905222437,54.09413281753708,91.37653127014829,63.725016118633135,70.16441005802709,Other
KNRX,-0.07317075770973953,-0.11627905472390389,-0.052369049382673234,-0.0880000114440918,-0.14285718127044653,1.1399999856948853,1.3446567910334837,-0.152200031043834,0.18524288837561578,0.7583151096840828,0.006749663464782243,0.0,-0.85,0.4444444444444444,27,False,False,1.25829998254776,1.4556499898433686,1.3985999902089437,1.3303200006484985,0.375,0.375,-0.6301255378508431,0.05762029883503796,0.13628336716802328,0.16842104127045074,0.030148325976942274,19.030276381278448,-0.09847861881141509,44.803755641521605,37.94326241134752,63.293842682140564,29.368149580915542,29.13845905867182,82.33397807865893,50.53997421018697,37.60477111540941,67.28844294003869,62.07688588007737,36.722275950999354,70.64796905222437,75.02417794970987,82.33397807865893,99.35525467440361,62.4113475177305,Other
