Ticker,6m_return,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema9,ema9_dist,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,ema21w,sma30w,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,has_9m_vol,max_vol_25d,days_since_9m,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
XNCR,1.36634534277613,1.3957408077477276,0.3824884306564531,0.15681233176882803,0.06257379622730792,-0.018895365156760907,27.0,24.389730773649703,0.10702328986633969,22.085128700604873,0.22254211718768555,0.0,0.0,20.303666718800862,7.440000057220459,2.629032230153913,2.629032230153913,26117059.613718033,0.9256981279209807,0.912640716145065,0.8839554904720163,0.22982742704920325,0.8904032838464546,16.903571420734465,14.282666683197021,10.3,0.5873015873015873,32,True,True,23.705000114440917,21.835500049591065,20.303666718800862,17.85470003128052,0.875,0.125,-0.09725454513018564,0.032649880805823504,0.06084138038434862,0.049732803667663895,1.5234983110190194,1.3951206517732668,1.3272912511712567,False,2862300,99,90.98790964047089,95.99109131403118,96.24164810690424,80.59179128221444,85.097836461979,98.04327076041997,79.94750238625517,99.01368119630925,23.860563156220174,4.028794145720649,3.7742602608972318,19.424117085587017,24.01368119630926,98.04327076041997,58.670060451797646,1.0022271714922049,Other
MAN,1.1686966240653465,1.1589038157549436,0.21601603104544928,0.04185252955981468,0.021183627201203155,0.0222148022584652,60.7400016784668,58.20891562806267,0.04348278993164896,55.04002174957172,0.1035606409247,0.0,0.0,52.88366673787435,25.163846969604492,1.413780442705556,0.5291637459367882,60901055.58142338,0.7923997926953606,0.9139869064317455,0.8764089767864339,0.5686565964452682,0.7100383111038481,42.46924861834883,35.5196730295817,9.17,0.6349206349206349,33,True,True,57.93800010681152,55.92849998474121,52.88366673787435,45.75780002593994,0.75,0.0,-0.08632256963518857,0.04385609131633791,0.03907425701398826,0.03569076348304299,3.4945954452879096,0.523237625206663,1.0972210125060384,False,3346200,99,89.06657651924912,95.65701559020044,98.75517021953547,80.59179128221444,85.5989500477251,96.03881641743557,59.40184537066497,98.66369710467706,18.0249761374483,4.362869869551385,1.2607381482659878,19.424117085587017,15.272033089405028,96.03881641743557,18.016226535157493,1.3522112631244034,Other
CAKE,0.6974749951554899,0.7635496363739012,0.2647193648315611,-0.06041628717639251,0.0015983280177676805,0.0067094980771142745,106.52999877929688,107.91113074449916,-0.012798790594386298,103.12307931324001,0.03303741013889067,0.0,0.0,97.37921676635742,42.609012603759766,1.5001752509490633,0.7459326674754192,212217033.78326416,0.6458227931839187,0.9058816063996328,0.1457836942075502,0.8307074372486404,0.49710451788304605,81.90978964405541,71.15735575358073,5.01,0.6349206349206349,27,True,True,110.10411758422852,104.31727867126465,97.37921676635742,89.13585296630859,0.75,0.25,-0.0977918077514882,0.06436192862913766,0.038290797886907896,0.0389218488692282,2.0753398322994068,0.7809887376017661,0.713162636987321,False,5378500,99,88.73409163219853,96.30130448615972,94.30878141902642,80.59179128221444,83.78539611835825,91.52083996181992,69.6945593382119,97.34330257715558,23.141107222398983,3.71858097359211,5.7071269487750556,19.424117085587017,35.030225898822785,91.52083996181992,37.67896913776647,2.6726057906458798,RESTAURANTS
DASH,0.2613308133119242,0.3961197629527495,0.309772015164056,0.024606009735335038,0.027779035531713243,0.009717552346681459,222.36000061035156,215.49453789965474,0.03185910314763397,207.15242835678652,0.07341247396517345,0.0,0.0,199.14466756184896,146.60000610351562,0.5167802957207321,-0.09307444631343215,934089435.5237389,0.12904646905060307,0.857513853128364,0.7808122605927652,1.0561040762565832,0.2613116898597263,188.86311095601377,176.29266611735025,4.71,0.5873015873015873,29,True,True,215.5540008544922,205.94800033569337,199.14466756184896,190.1078009033203,0.75,0.125,-0.13258735329241975,0.05352534913214755,0.03753778090430435,0.035988942838311014,2.003251550939908,1.2912417404012366,0.3562307322225829,False,8599900,99,88.73250079541839,94.63092586700604,94.5076360165447,80.59179128221444,78.89357301940821,93.62074451161311,83.69392300349983,92.4435252943048,24.832564428889597,5.388959592745785,5.50827235125676,19.424117085587017,28.96913776646516,93.62074451161311,52.80782691695832,7.57238307349666,INDEX QQQE
TXG,2.3829450090553603,1.587925370425957,0.3289637350568208,0.13870562949067705,0.14812147592232117,0.02701399489104129,63.869998931884766,58.056033223004654,0.10014403992342233,53.35728347082618,0.19702493787575512,0.0,0.0,50.02433331807455,11.34000015258789,4.632274962298749,3.875572295572636,164384768.6882288,1.6098893556244889,0.9410707393319722,0.7733674037275111,0.5506216333392212,1.1062987384105951,38.65355969129479,30.323333422342937,7.18,0.5873015873015873,34,True,True,58.075,52.54699974060058,50.02433331807455,44.048500022888184,0.75,0.0,-0.1391044730570779,0.1342647778450672,0.06699336230256278,0.06267809909218326,1.7045687910698688,1.023570561775224,1.5139848408470542,False,5995700,99,88.35765987909642,97.38705058860961,96.70299077314667,80.59179128221444,78.0424753420299,81.91218580973592,76.03404390709514,99.15685650652243,20.79402640789055,2.6328348711422205,3.312917594654788,19.424117085587017,22.828507795100222,81.91218580973592,50.23862551702195,0.8590518612790328,ARKK
CDNA,1.4994682758196678,1.178488750268373,0.24940177920479842,0.03684911727466982,0.017540090254183734,0.010320433761687791,46.9900016784668,46.19434663673521,0.017224078261967563,43.48597003643474,0.08057844033595661,0.0,0.0,40.91733322143555,12.510000228881836,2.7561951094118275,2.7561951094118275,51995172.92003689,1.1750518544340385,0.9047232982724074,0.058460651251855435,0.48752976324517994,0.8348541126041952,31.858281827948055,25.609666379292808,7.34,0.5714285714285714,27,True,True,46.7060001373291,43.93899993896484,40.91733322143555,35.176399879455566,0.75,0.125,-0.12221121186236565,0.05000833981676917,0.048842050906246055,0.04575440608071977,1.5971472546034426,0.7442136816951678,1.116246378939862,False,2927000,99,87.37352847597836,95.81212217626472,90.64587973273942,80.59179128221444,80.34918867324212,94.63888005090678,63.490295895641104,98.69551384027999,23.11326757874642,4.207763283487115,9.370028635062042,19.424117085587017,27.513522112631243,94.63888005090678,40.19249125039771,1.3203945275214761,GENOMICS
HELP,0.8311307447587298,1.710869679469019,0.613195373384159,0.04003340325884599,0.06855185822662996,0.05857390065352598,12.470000267028809,11.437288536952963,0.0902934053590794,10.189686251754907,0.22378647967509083,0.0,0.0,9.056666660308839,3.869999885559082,2.2222223865072084,0.80202314010771,18042539.219526626,0.8580877624973853,0.876044901912014,0.7143123136348778,0.12989247266414897,0.9776908926605647,7.5520713404511435,6.305333312352499,8.94,0.6031746031746031,32,True,True,11.41299991607666,9.994499969482423,9.056666660308839,7.595800008773804,0.75,0.0,-0.17484011975627825,0.16480959242638504,0.07203424976509337,0.07177797522808893,2.189062607748843,1.034669611128614,1.6334164646236706,False,5632200,99,87.2987591473115,94.62694877505568,97.26376073814828,80.59179128221444,73.88243716194718,79.33503022589883,80.22589882278078,99.25230671333122,21.401129494113906,5.39293668469615,2.7521476296531975,19.424117085587017,26.988545975182948,79.33503022589883,46.68310531339484,0.7636016544702514,Other
CHYM,0.5279770921133551,0.7632449935521725,0.5390173608230412,-0.002186124104418818,0.0012535542374998729,-0.03386752168794415,31.950000762939453,31.224083350630885,0.023248638051496278,28.462796456160664,0.12251797929096307,0.0,0.0,25.740000216166177,16.440000534057617,0.943430640208973,0.2203972647251247,284808323.98632413,0.4249911853498268,0.7737846548730353,0.7409061436695148,0.23943500822773367,0.4926535541207664,23.203177026366912,21.4048334757487,6.55,0.5873015873015873,33,True,True,31.58600025177002,27.75850028991699,25.740000216166177,22.985200157165526,0.625,0.0,-0.14464094061466842,0.03835813702131485,0.054060326799443614,0.05957746374131615,2.8580272489334027,0.6782742537356838,0.7128666982232239,True,34856600,1,87.010817690105,92.68612790327713,96.51606745147947,80.59179128221444,73.67562838052815,97.3751193127585,67.53102131721286,97.31148584155265,21.658447343302576,7.333757556474707,3.4998409163219852,19.424117085587017,23.512567610563156,97.3751193127585,28.515749284123448,2.704422526248807,FINTECH
ELF,0.04722402254769366,0.8535391766616357,0.29297435471504085,0.07677161478166783,0.06431733662139805,-0.011941820603958634,98.45999908447266,94.40329270365078,0.04297208566184893,89.45644088947472,0.1006474000695156,0.0,0.0,85.03400039672852,49.56999969482422,0.9862820191776845,-0.1534691673011923,233612417.9231411,0.22713034087263384,0.941097133431204,0.5586646045731899,0.7545146984255626,0.3500184993560788,77.6856385203353,72.93233324686686,5.08,0.5714285714285714,30,True,True,94.9110008239746,89.4895004272461,85.03400039672852,78.19840019226075,0.625,0.0,-0.13641117809943812,0.08340603368998047,0.049562461295161606,0.050984446172557714,1.4734365279359016,0.8003260758763882,0.8005810543433528,False,5702800,99,86.69483773464843,97.14842507158765,93.8553929366847,80.59179128221444,74.69376391982182,87.92554883868915,64.57206490614064,97.86827871460389,21.420816099268215,2.8714603881641745,6.160515431116767,19.424117085587017,22.49443207126949,87.92554883868915,44.83773464842507,2.147629653197582,Other
PAYX,0.37863983951357044,0.3176632053939745,0.12226412565466034,0.007293943972531178,0.024847855827154423,0.0033469686702806123,122.91000366210938,121.18525783202536,0.014232307303209147,118.49621009435938,0.03724839439367095,0.0,0.0,116.56439692179362,83.61277770996094,0.46999067640671016,-0.07287401768749514,341302750.8486099,0.18150064398689775,0.8936273511601558,0.44697835827225957,0.5143345035898705,0.24179006518718374,107.10928804386552,98.97808583577473,4.49,0.6190476190476191,24,True,True,121.41900100708008,119.48799476623535,116.56439692179362,109.89045547485351,0.75,0.0,-0.06354940564705844,0.07048677152734711,0.02774236240369497,0.026378184988581223,2.1738965279575013,0.8574803167903502,0.2800157846735581,False,5284200,99,86.65327712376711,90.58622335348394,87.69487750556793,80.59179128221444,89.01129494113903,90.27998727330576,74.11708558701878,89.72319440025454,23.032930321349035,9.433662106267898,12.321030862233535,19.424117085587017,11.85968819599109,90.27998727330576,40.765192491250396,10.292713967546929,INDEX QQQE
