Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,r_squared,slope,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
STRO,1.314285806620578,0.48212773749168886,0.10396204986722314,0.013973897474703614,-0.019701575352996402,34.83000183105469,28.858338017608865,0.20693027470265318,0.8674403883884931,0.2834264630546218,0.5396825396825397,31,True,True,31.0790002822876,28.063000202178955,26.240333557128906,23.80680009841919,0.75,0.125,-0.18678725690118178,0.036325688903014915,0.07596662200104973,0.06529654877013767,2.0787594351676555,1.2353184774770272,1.245367722350017,89.23261149573338,97.61713089679601,88.67734664305266,80.02737079375302,77.50764772178393,96.6189019481565,82.94155530510385,99.404282724199,24.074021896635003,2.4029946868459184,11.338753823860893,19.98872967316052,27.479471904685234,96.6189019481565,49.29157945580422,0.6118177427145387,Other
ANIK,0.6562834996014748,0.05906590878380525,-0.03624999523162842,0.025265965119995883,-0.008360135874363253,15.420000076293945,15.005655019623106,0.027612593794072614,0.843904927317687,0.11464189910852052,0.6031746031746031,27,True,True,15.345000076293946,15.049500036239625,14.787000052134196,13.82980001449585,0.75,0.125,-0.07419783782398551,0.03353927386519297,0.038084865135346826,0.03599221984120731,2.2592255489021955,0.7872264329353434,0.606960341037858,87.86226050555466,85.97649331830623,93.3183062308807,80.02737079375302,92.54548381903075,97.8908388343262,69.65867010143293,97.2951215585252,22.766865239091935,14.043632265335695,6.697794236032845,19.98872967316052,12.441635807438416,97.8908388343262,33.255514409917886,2.7209789083883433,Other
ANRO,0.5478626212963448,0.24383159117444783,-0.07251083256389154,0.0046892900027056175,-0.053387362705659726,25.709999084472656,24.307268751003583,0.05770826610913074,0.8381397406199423,0.17275393357108448,0.6190476190476191,30,True,True,25.938999748229982,23.812499809265137,23.14333330790202,21.67719997406006,0.75,0.25,-0.17743932527132406,0.03266040234641023,0.08103010092894253,0.07410680292154484,2.1292881168688087,0.6315300539472584,0.5017681733813202,87.48450330059573,94.30848494606343,97.15424247303173,80.02737079375302,78.81983577523748,98.19674770568346,60.44920302688777,96.42569634519401,22.915794558042187,5.7116406375784905,2.8618579938818227,19.98872967316052,35.26807277411045,98.19674770568346,25.91370149734342,3.59040412171953,Other
MG,0.332155539904363,0.24834436458702935,0.056022407766338794,0.05484048663751316,0.016720574467866216,18.850000381469727,16.770360540957718,0.12400686529266741,0.5449361322965233,0.048892574055769876,0.6349206349206349,25,True,True,17.605000305175782,16.47550015449524,15.803333441416422,15.411800041198731,0.625,0.0,-0.10395408690794951,0.04071008198848647,0.033691554583757596,0.03266388312785452,3.3601766729205753,1.3573659202321884,0.29248472331896996,87.3621397520528,84.72468201577846,90.90726131057801,80.02737079375302,86.2542263725648,94.15553051038479,89.72790210916116,92.14297214619224,24.787473836741263,15.295443567863469,9.108839156335534,19.98872967316052,11.813717597810337,94.15553051038479,46.24054097568829,7.873128320721301,Other
ADEA,0.5629528225972816,0.19468675579273972,0.0414793931189877,0.013795419141476176,-0.011807169991932084,30.1299991607666,27.048067872044747,0.11394275196666276,0.9202709419529115,0.19536142378541915,0.6031746031746031,25,True,True,28.45099983215332,26.739999961853027,25.720660781860353,23.451763954162598,0.875,0.125,-0.10403728259790893,0.06308117427180615,0.0358862387497731,0.031418145806936144,1.88066702879819,0.9748972011518978,0.5164089972709006,87.13492191273546,94.62646916760586,89.47834487200129,80.02737079375302,89.36161648687812,75.65609402672678,74.23925293833521,96.5867010143294,20.725929801964256,5.393656416036065,10.537755594912252,19.98872967316052,16.20109483175012,75.65609402672678,44.59829335050716,3.4293994525841245,Other
BLX,0.23374107073942454,0.15653590115691807,0.006012381205569822,0.01101828553120659,0.01191743426534442,56.88999938964844,54.13843033378927,0.05082469216219287,0.6819740436906753,0.1287830558973157,0.6349206349206349,23,True,True,55.95100021362305,53.85149993896484,52.290666580200195,51.05798843383789,0.875,0.125,-0.06605427739626663,0.05253895958517051,0.021463894563440174,0.02190316180673291,4.017209021345147,1.2469848038125726,0.19700097976274755,86.83686201899854,86.64063757848977,85.69876026404765,80.02737079375302,94.27225889550797,85.30027370793754,88.6894219932378,87.77974561262276,24.32941555305104,13.379488005152147,14.317340202865884,19.98872967316052,11.290452423120271,85.30027370793754,43.91402350668169,12.236354854290775,Other
EQIX,0.41717571256407976,0.1546043014319677,0.024498947350715828,0.019144026441987264,0.011802817269513497,1115.2900390625,1044.903610049616,0.06736164784572025,0.867709890083544,4.3478054538849875,0.5714285714285714,21,True,True,1077.2829956054688,1035.6229919433595,1014.0029968261719,986.611552734375,0.75,0.125,-0.04159220484512774,0.05210086199898202,0.019388700812528296,0.018847750468796966,1.6918553231727667,1.153310289926422,0.37497304472362647,86.77789405892771,93.86572210594107,74.90742231524715,80.02737079375302,95.67702463371438,85.59008211238125,77.11318628240218,94.49364031556915,24.002576074706166,6.154403477700853,25.1086781516664,19.98872967316052,9.31009499275479,85.59008211238125,51.91595556271132,5.522460151344389,EDGE CLOUD
ECPG,0.5296471293986537,0.18701482407003495,0.0414860492151219,0.028746158704845183,0.008272326839917913,84.0999984741211,76.89541706827458,0.09369324831738209,0.8885976976387572,0.45043873768614556,0.6666666666666666,28,True,True,80.30199966430663,76.03950004577636,73.54633331298828,69.58900016784668,0.625,0.125,-0.09884747004104873,0.07556517890416668,0.032011273359504995,0.031106695730163333,1.608325760094573,1.078048976011111,0.4840951282298534,86.77708903558202,94.94445338914828,96.57462566414426,80.02737079375302,86.92239574947672,65.2873933344067,73.74818869747223,96.08758654000967,19.18028497826437,5.07567219449364,3.4414748027692803,19.98872967316052,15.492674287554339,65.2873933344067,51.5134438898728,3.92851392690388,Other
SHEN,0.5377698343033739,0.15775219035157975,0.050368529498703574,0.01123598673992269,0.01483679491633305,17.100000381469727,15.656604043374779,0.09219089491541,0.860879678094197,0.07805779860133216,0.5873015873015873,25,True,True,16.082000064849854,15.497500085830689,15.19766674041748,14.669600048065185,0.625,0.25,-0.10499362070027658,0.06157257444503223,0.0317352927045936,0.032372195096106386,1.7236938472535328,1.7663258627797016,0.49197594371040343,86.75193205602962,91.57140557076156,88.16615681854773,80.02737079375302,86.08517146997264,76.81532764450168,84.09273868942199,96.2646916760586,24.569916277572048,8.448720012880374,11.849943648365802,19.98872967316052,25.430687489937206,76.81532764450168,58.10658509096764,3.751408790854935,Other
PUMP,0.5383912768958614,0.15670101052115779,0.2055873837905835,0.11604774594520825,0.09214796173618484,16.829999923706055,14.437762272048625,0.16569310441471807,0.7800303945318765,0.07344757933770457,0.5714285714285714,26,True,True,14.584999942779541,14.35849986076355,14.424999936421711,13.435599956512451,0.625,0.125,-0.0945673951604258,0.040247427348727785,0.04975421572414639,0.04807317554962637,1.1919396536204228,1.1970466881110913,0.49257888010420287,86.70322814361617,90.05393656416037,88.5807438415714,80.02737079375302,87.51006279182096,94.38093704717437,67.05844469489615,96.28079214297215,25.61383030107873,9.966189019481565,11.435356625342134,19.98872967316052,14.905007245210111,94.38093704717437,63.61294477539849,3.7353083239413944,Other
ORKA,0.9697586236119449,0.5462222264404574,-0.017121304940885474,-0.018260900525079258,-0.02784159633911695,67.73999786376953,59.87864076764206,0.13128816879182878,0.7460607993330655,0.605336509725099,0.5555555555555556,25,True,True,66.48500022888183,59.783999824523924,53.151000022888184,45.27199993133545,0.75,0.0,-0.10890523051710355,0.07905472574309202,0.059998356699776434,0.05679806700117176,2.368643051382217,1.2998624010928124,0.9111003583162754,86.5687892448881,95.98293350507164,84.17726614071807,80.02737079375302,88.15005635163419,62.50201255836419,85.82353888262759,98.87296731605217,19.445942682337787,4.037192078570278,15.83883432619546,19.98872967316052,12.489937208179036,62.50201255836419,48.245049106424084,1.143133150861375,Other
Q,0.4589522143250108,0.1652253649893778,0.028175301092119135,0.039154605415766625,0.006319604185368043,140.1300048828125,128.63248812140506,0.08938268185060627,0.6836058525574182,0.5361200397098853,0.6666666666666666,30,True,True,135.01500091552734,126.46750030517578,121.94300028483073,119.52542846679688,0.625,0.375,-0.15556958731753417,0.07691280506012893,0.03975824284625733,0.0358396922637533,2.9631965545954655,1.8090255259248305,0.41550546657850057,86.33331991627756,90.34374496860408,98.30542585734986,80.02737079375302,79.0009660280148,64.11205924971824,92.22347448075993,95.13765899211077,24.49142650136854,9.676380615037836,1.7106746095636773,19.98872967316052,45.902431170503945,64.11205924971824,50.33005957172758,4.878441474802769,Other
PKE,0.350090987704377,0.13483880429367906,-0.049260997708639134,-0.0671025566824779,-0.026698241934874255,32.810001373291016,31.419071693535514,0.044270234758135324,0.8102895849867975,0.15445000043113108,0.5714285714285714,26,True,True,33.20899982452393,30.891578960418702,29.723507690429688,28.33208019256592,0.625,0.125,-0.09626590396171038,0.05240251973707461,0.043503681286183336,0.0429091844808083,1.5925462021901902,1.1693967610165217,0.30988606392298595,86.26428916438577,90.0740621478023,88.5807438415714,80.02737079375302,87.27660602157462,85.3646755755917,75.65609402672678,92.60988568668492,24.157744324585412,9.946063435839639,11.435356625342134,19.98872967316052,15.138464015456448,85.3646755755917,54.097568829496055,7.406214780228626,Other
OOMA,0.3162251422972088,0.11578944691440515,0.0120941807716069,0.003787845035631536,-0.003759424779028104,15.899999618530273,14.841173640184405,0.0713438171411835,0.8199888037468505,0.06971294218860281,0.6190476190476191,26,True,True,15.117999935150147,14.769000053405762,14.491666698455811,13.708600025177002,0.5,0.25,-0.07422510851740051,0.03681946362215455,0.03259384103822601,0.0296316256781777,2.8729411764705883,0.7439755989957011,0.27702872368012715,86.04773788439866,87.8521977137337,92.54950893575915,80.02737079375302,82.69602318467236,96.36129447753984,69.99677990661729,91.57945580421833,23.721622927064885,12.167927869908228,7.466591531154403,19.98872967316052,21.55047496377395,96.36129447753984,28.489776203509905,8.436644662695219,Other
OCC,1.9339408897868537,0.2727272984281619,0.14488889906141494,0.17411119424971783,0.10085472858224737,12.880000114440918,10.296755614572946,0.25087946111995885,0.8983617999470983,0.11651785660266145,0.5079365079365079,26,True,True,11.320999908447266,10.265999937057495,9.43866662979126,8.150599994659423,0.875,0.125,-0.18478259947685496,0.05552380420975921,0.11693627691846671,0.09100488384694361,1.6712762066488145,2.4268561960160793,1.8465698378153437,85.91531154403476,95.60859764933184,76.71872484302045,80.02737079375302,78.37304781838674,82.45049106424086,85.32442440830783,99.67799066172918,26.031838673321527,4.411527934310095,23.297375623893096,19.98872967316052,27.189663500241508,82.45049106424086,60.787312832072125,0.33810980518435035,Other
KGS,0.636460608479364,0.09641408771855225,0.02482212956243824,0.02905219824724991,0.014080124400193742,64.81999969482422,60.93308434544996,0.06378989987340929,0.8779529105424372,0.3511080137595604,0.6666666666666666,24,True,True,62.793000030517575,60.738000106811526,59.332000096639,57.014825592041014,0.75,0.125,-0.06808801744948527,0.050338700183662516,0.028057932590453645,0.028375272724288924,1.6011877958220144,0.6085010169532648,0.5877277640752742,85.82313637095476,90.97166317823218,89.00740621478023,80.02737079375302,93.39880856544839,87.00692320077282,52.94638544517791,97.19851875704396,20.729351151183383,9.048462405409758,11.008694252133312,19.98872967316052,11.588311061020768,87.00692320077282,30.96924810819514,2.8175817098695863,OIL AND GAS EQUIPMENT AND SERVICES
FORM,1.0269125861042872,0.3729064082184259,0.08133509115405081,0.04456492629018364,0.01498154707302215,148.3699951171875,123.86184066723658,0.19786686777725013,0.7135796030950015,0.8869321067944833,0.6190476190476191,33,True,True,135.54299850463866,119.73199996948242,111.74399973551432,104.87019973754883,0.625,0.125,-0.1967305994009235,0.06431547199276681,0.058441026156205424,0.051189574112005115,2.839688289601555,0.7189969069530251,0.9665523090725667,85.70781677668654,94.7512477861858,98.2691998067944,80.02737079375302,73.80051521494123,74.5934632104331,68.44308484946063,99.01787151827402,19.141845113508293,5.268877797456126,1.7469006601191435,19.98872967316052,28.61455482208984,74.5934632104331,27.12928674931573,0.9982289486395105,SEMICONDUCTORS
