Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,r_squared,r_squared_21d,slope,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
XOMA,0.6569343415725741,0.35074382182980374,0.03784611935206537,0.0781002365514816,-0.026447476246534325,40.86000061035156,37.121149715986704,0.10072023423225694,0.8250946732932135,0.790823623722806,0.280968235476592,0.5714285714285714,29,True,True,39.70200042724609,37.45000047683716,34.69866701761882,31.26820022583008,0.875,0.0,-0.15127920013278598,0.04136707479469653,0.04324125855123948,0.04384309711054492,2.7799357401224576,2.7125447875383726,0.6146453409747354,90.2772866098698,95.09725124578041,91.96672560681563,79.12714997588812,82.61131650859991,94.0845523227777,92.91110753898087,97.47628998553287,23.445788458447197,4.926860633338691,8.049348979263783,20.88892461019129,18.550072335637356,94.0845523227777,54.28387719016236,2.539784600546536,Other
ATEX,0.7094231223686823,0.3074814165499729,0.06614523093793645,0.0562320349455673,0.010590976693419376,47.709999084472656,41.94653770975563,0.13740016910565184,0.7713813041705918,0.5814232566191755,0.2551840873357887,0.6031746031746031,34,True,True,43.599999237060544,41.20149974822998,40.347833251953126,38.99809997558594,0.625,0.0,-0.13497233218297858,0.036069081974593575,0.055637160292848944,0.0543536802514454,1.5195518228669593,1.1456604473416985,0.6657944802251441,88.73493007555055,93.54203504259765,97.29545089213951,79.12714997588812,81.48207683652146,96.99405240315062,71.92573541231313,97.717408776724,23.434335315865617,6.48207683652146,2.720623693939881,20.88892461019129,16.339816749718693,96.99405240315062,58.9213952740717,2.298665809355409,Other
ANIK,0.6714129285436808,0.07997169888810214,-0.01864951500295271,-0.007156776675099166,-0.03722398349451532,15.260000228881836,15.125931688843988,0.008863489720552519,0.8163611938871159,0.5764709382684104,0.10759648831758631,0.6349206349206349,27,True,True,15.498000049591065,15.21550006866455,14.907666746775309,14.149000015258789,0.75,0.25,-0.07419783782398551,0.032078822948852774,0.038286432517160206,0.03903763353069565,2.601962642687401,0.9424552116791955,0.6287543991372978,88.37666773830574,84.31924127953705,94.54267802604085,79.12714997588812,92.33644108664203,98.37646680597975,78.05819000160746,97.5245137437711,25.424369072496383,15.704870599582062,5.473396560038579,20.88892461019129,22.504420511171837,98.37646680597975,40.81337405561807,2.4915608423083104,Other
RSI,0.43283582089552236,0.15942024712234545,0.03851143946962009,0.014799170702543855,-0.011532153160090883,24.0,22.64190450929027,0.05998150421279645,0.8945084807832387,0.6997570504109999,0.11266128277082782,0.5714285714285714,30,True,True,23.292999839782716,22.597499942779542,22.12833334604899,21.156600036621093,0.875,0.0,-0.11179424899717597,0.038211803327341594,0.038582537607671476,0.035833336058117095,1.4496104075934244,1.3918298148661172,0.3962663604370304,88.00996624336923,90.06590580292557,92.75438032470664,79.12714997588812,88.1088249477576,95.93312972190967,74.20832663558913,94.80790869635108,25.18104002571934,9.95820607619354,7.261694261372769,20.88892461019129,13.052563896479665,95.93312972190967,63.968815303005954,5.20816588972834,GAMBLING
POWL,0.7297688867204727,0.5255491346749324,0.05268358141880903,0.011077714482550703,-0.01903881338954697,255.55999755859375,228.673492902154,0.11757595650994003,0.5706277158457742,0.8924562529862643,1.2289061744092244,0.5873015873015873,31,True,True,244.99599609375,226.46283187866212,210.06799875895183,196.24353302001953,0.875,0.125,-0.18387150745813027,0.05151825564668123,0.05419260693315122,0.04816868428895383,2.2331460490463217,1.1037679701551857,0.6856209711095143,87.28922199003377,91.80597974602155,95.10126989230027,79.12714997588812,78.0300594759685,86.59379520977335,80.51760167175695,97.8781546375181,23.82374216363929,8.218132133097573,4.914804693779135,20.88892461019129,27.9456678990516,86.59379520977335,48.33628034078123,2.1379199485613247,ELECTRIFICATION
RELY,0.5878031708655782,0.41057448047158823,0.03199618238806783,0.02514234765482527,0.016462858781828654,21.610000610351562,19.039051120891266,0.13503558938602947,0.662764764133865,0.953031664144694,0.10667026670114602,0.6031746031746031,27,True,True,20.528999900817873,18.540999984741212,17.595666631062826,17.087699985504152,0.625,0.125,-0.146188834242181,0.05529101186077475,0.03663899791171185,0.03310308301771571,5.965528404212995,1.0299172644722543,0.5472785661439108,87.11923324224401,90.80131811605852,92.90307024594117,79.12714997588812,79.92284198681884,83.68429512940043,85.62932004500885,96.9458286449124,22.526723999357017,9.2227937630606,7.113004340138241,20.88892461019129,22.713390130204147,83.68429512940043,39.38273589455071,3.070245941167015,Other
GLRE,0.3780219774077692,0.10777385000241507,0.006420488413903418,-0.010000028108295641,-0.0026511740610303,18.809999465942383,18.132673993615025,0.03735386587581406,0.9089722190131169,0.7250384039979549,0.09934619984685368,0.6666666666666666,24,True,True,18.611999893188475,18.325,17.777999941507975,16.463599929809572,0.75,0.0,-0.0532859473684686,0.048856482685981535,0.02820862198447626,0.028252452135246214,2.789388410004817,0.9180852151681141,0.34285149975859197,86.97476289985532,86.43304934897925,88.6875100466163,79.12714997588812,94.63510689599742,88.74778974441409,78.00996624336923,93.23259926056903,22.591022343674652,13.59106253013985,11.328564539463109,20.88892461019129,5.8270374537855645,88.74778974441409,39.33451213631248,6.783475325510368,Other
CBL,0.3419460705294389,0.1737684792873366,0.0091722559376786,0.017136463638751685,-0.0006645719916370747,45.11000061035156,42.58926139450694,0.059187201968469445,0.811570782088271,0.9333563274594495,0.15325652875475435,0.6031746031746031,22,True,True,44.14299964904785,42.587663650512695,40.875047302246095,39.36380989074707,0.75,0.25,-0.04469875743749283,0.048451482054200384,0.025469729310834653,0.022997180484482984,3.170231189048524,1.0245137141976028,0.30769633790272116,86.95004822375824,89.34656807587204,80.39302362964153,79.12714997588812,95.21379199485614,89.00498312168462,82.8886031184697,92.13952740716927,25.561806783475326,10.677543803247065,19.623050956437872,20.88892461019129,19.627069602957725,89.00498312168462,41.834110271660506,7.876547178910142,Other
ADEA,0.6492360438420606,0.30696068478518745,-0.008527393599003,-0.0026393904690082902,0.003318963964656886,30.229999542236328,27.837113201310757,0.08596029062427703,0.9474423087527679,0.9506378868160064,0.2122497561340509,0.6190476190476191,26,True,True,29.426999664306642,27.689499855041504,26.458999824523925,24.14442813873291,0.75,0.0,-0.0835974892823102,0.07474717373335849,0.031540310170955786,0.02962738640089698,2.0436575633096496,0.8755796358752039,0.6071435225549342,86.89660022504421,95.47098537212666,92.12747146760971,79.12714997588812,91.1710335958849,67.94727535765955,71.30686384825592,97.39591705513583,18.198842629802282,4.553126506992445,7.8886031184697,20.88892461019129,9.291110753898087,67.94727535765955,42.93521941809998,2.620157530943578,Other
KGS,0.6633837723778793,0.16098155494923452,0.04364832596135506,0.011063893458598165,0.00877063141000977,66.70999908447266,62.26693784240385,0.07135506251028581,0.8817751478788474,0.9605354655606602,0.33709269606389575,0.6507936507936508,23,True,True,64.10699996948242,61.94549999237061,60.50333340962728,57.9576000213623,0.75,0.25,-0.06808801744948527,0.04379590526735631,0.027482744981911205,0.026714763096733984,2.283116177856132,0.637319779112778,0.6209301665954304,86.85239511332583,92.13550876064942,85.62530139848899,79.12714997588812,93.21250602796977,92.44494454267803,61.300434013824145,97.49236457161228,22.82229545089214,7.888603118469699,14.390773187590419,20.88892461019129,21.62835556984408,92.44494454267803,28.17071210416332,2.5237100144671274,OIL AND GAS EQUIPMENT AND SERVICES
PRAA,0.7106481489998377,0.28596289852827694,0.058233855318643744,0.048226972868123025,0.01048311470545765,22.170000076293945,20.015053178924394,0.10766630885790923,0.8282067215949253,0.9549057771358169,0.18021890049522746,0.6190476190476191,30,True,True,21.123999977111815,19.86800022125244,19.113666788736978,17.435400047302245,0.625,0.0,-0.19598765080067065,0.04779638111801042,0.032217635538897796,0.03026935476764336,1.926051298290057,0.9443314752027405,0.6669882411925749,86.8341102716605,93.87960135026523,97.04629480790871,79.12714997588812,73.16347854042758,89.50329529014628,72.38386111557627,97.74955794888281,22.661951454750046,6.144510528853882,2.969779778170712,20.88892461019129,24.65841504581257,89.50329529014628,46.71274714676097,2.266516637196592,Other
FTI,0.3666832249741934,0.11628940725279022,0.04457972368347531,0.009229464851464081,0.004392893897693195,75.44999694824219,71.985086440335,0.04813372712664714,0.8838504261616704,0.39812400106886425,0.28889711533090856,0.6349206349206349,28,True,True,72.78700180053711,72.43800048828125,70.95833358764648,68.28540946960449,0.625,0.25,-0.07377784625116143,0.050320650902821965,0.02811215546260807,0.029091540517178643,1.4534651769457014,1.0593527094184056,0.33180213990769836,86.6771821250603,88.25751486899213,95.86481273107219,79.12714997588812,89.78460054653593,87.49397203022022,68.54203504259766,92.92718212506028,25.326113165086,11.766597010126988,4.151261855007234,20.88892461019129,22.41601028773509,87.49397203022022,58.077479504902755,7.088892461019129,OIL AND GAS EQUIPMENT AND SERVICES
CIEN,0.8410028173905371,0.29778082860659244,-0.05066436602892103,-0.09045696324073248,-0.06448235204136707,473.69000244140625,472.2894393736029,0.002965476148822936,0.9174008606098328,0.652285594132008,4.327229270554175,0.5873015873015873,35,True,True,500.32099609375,478.0615005493164,451.41966654459634,403.95460021972656,0.75,0.125,-0.16837699858295535,0.05503354265774186,0.0631324862105663,0.06628505589687725,1.0329252060198357,1.1928576479704327,0.7940159409091425,86.66854203504259,96.75695225847934,95.93312972190967,79.12714997588812,79.58125703263141,83.98971226490917,60.25558591866259,98.58543642501205,24.190041793923807,3.2671596206397684,4.082944864169748,20.88892461019129,25.695225847934417,83.98971226490917,72.31152547821894,1.4306381610673526,COMMUNICATION EQUIPMENT
FORM,0.8494829363419332,0.46789177661307313,-0.08209057737891193,-0.13476920885029434,-0.06774126656118845,134.17999267578125,128.8038460994959,0.041739022079608466,0.7199647104365627,0.8896951871615575,0.9581585659226332,0.6349206349206349,33,True,True,140.8319969177246,126.90699920654296,117.22799936930339,107.8043994140625,0.625,0.125,-0.1967305994009235,0.08435690587798093,0.05973885834226965,0.0678512660315092,3.81429285287953,1.3716046282379486,0.8022796265677955,86.41215238707603,95.01687831538338,98.78636875100466,79.12714997588812,73.07506831699084,60.74586079408455,90.65262819482399,98.69795852756792,19.925655039382733,5.007233563735734,1.229705835074747,20.88892461019129,29.561163800032148,60.74586079408455,47.154798263944706,1.3181160585114933,SEMICONDUCTORS
PKE,0.4606537702036559,0.27126943541635423,0.007712908433457352,0.02473603792096592,0.001474146652625461,33.970001220703125,31.98770983658201,0.06197040657953304,0.8330993657843843,0.8296779286857281,0.16488031985756074,0.6190476190476191,28,True,True,33.75599975585938,31.864196681976317,30.40875587463379,28.923627891540526,0.75,0.125,-0.09626590396171038,0.058447555948845924,0.0425922092818405,0.04047689393078944,2.2703004381389524,0.5957215145995686,0.4233743279158261,86.35749879440604,92.97138723677864,95.20977334833628,79.12714997588812,89.55553769490436,81.1766597010127,58.87317151583346,95.2579971065745,19.16432245619675,7.05272464234046,4.806301237743128,20.88892461019129,15.720945185661469,81.1766597010127,25.95241922520495,4.758077479504903,Other
STRO,1.2222933625671275,0.4394190073698842,-0.02364199778912894,0.04080398202640187,0.032747796044185075,34.689998626708984,30.115498160131533,0.15189854878885628,0.8858221926987947,0.8833853721225345,0.30484783585353564,0.5396825396825397,31,True,True,33.15700016021729,29.471500205993653,27.260000228881836,24.88880012512207,0.75,0.125,-0.18678725690118178,0.04830681710499455,0.0784986986569333,0.07048141644775056,1.9592315686514243,0.7846409339454473,1.1655750225700336,86.35749879440604,97.1789101430638,88.02041472432084,79.12714997588812,76.9048384504099,89.13357981031989,66.04243690724964,99.37309114290306,22.834150458125706,2.8452017360552966,11.995659861758561,20.88892461019129,28.371644430155925,89.13357981031989,39.56759363446391,0.6429834431763382,Other
PGC,0.46707058899487225,0.22588031264572678,0.08901322551283522,0.0856998272263194,0.03555021221157059,42.81999969482422,38.677217482155115,0.10711169216297682,0.6824798727532704,0.8696825314039056,0.1193682165006705,0.6349206349206349,31,True,True,39.88899917602539,38.622999572753905,37.153333028157554,35.8763998413086,0.875,0.125,-0.06991253427206341,0.07517127279322229,0.028000262688012322,0.02929205561226426,1.6469136851045758,1.0222339165899224,0.42962737386047317,86.21021539945346,88.66339816749718,98.2036650056261,79.12714997588812,93.65455714515352,67.69008198038901,70.93714836842952,95.33837003697154,20.692814660022503,11.360713711621925,1.8124095804533034,20.88892461019129,12.32117022986658,67.69008198038901,53.62481916090661,4.677704549107861,Other
HNST,0.44032917853812914,0.2110726203991094,0.0,-0.01960782480441495,0.005747120924395414,3.5,3.220644854379848,0.08673888561175848,0.7786755334682762,0.8585147501552906,0.019355798520708598,0.6031746031746031,30,True,True,3.434000015258789,3.158500003814697,3.046666677792867,2.8724000120162962,0.75,0.25,-0.16000003814697267,0.041696233112918285,0.04224524291996419,0.040632661508054155,1.955007652733754,0.9284395407471996,0.40356846933919094,86.12562289021058,86.67014949365054,96.06172641054494,79.12714997588812,80.61003054171354,93.79520977334833,72.18292878958367,94.90435621282752,26.670752290628517,13.353962385468574,3.95434817553448,20.88892461019129,34.23083105610031,93.79520977334833,45.804533033274396,5.111718373251889,Other
OOMA,0.3501655272311124,0.14135755839620143,0.02192978865656987,0.015566625673317248,-0.011515183882279829,16.309999465942383,15.203368536573471,0.07278853542928873,0.860437443002187,0.6484019916395563,0.0769556449488744,0.6190476190476191,26,True,True,15.791999816894531,15.080499982833862,14.735333315531413,13.998799991607665,0.625,0.25,-0.06344828112372036,0.03850011900274658,0.03196312852094377,0.029552423429606078,2.9471972731813865,0.5491966823192614,0.3157060140472237,86.0301800353641,87.57434496061727,92.12747146760971,79.12714997588812,91.15094036328564,95.70808551679795,59.6849381128436,92.36457161228098,22.912514065262823,12.44976691850185,7.8886031184697,20.88892461019129,21.049670470985372,95.70808551679795,19.90033756630767,7.651502973798424,Other
