Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
MTRN,0.7172512502568549,0.17211413269911813,0.09639938729386477,0.10359290845319195,0.005121928889576982,247.25999450683594,221.4136768526845,0.11673315768721935,195.42414356477866,0.2652479371100576,213.72981872558594,76.50211334228516,2.2320675038158386,2.172183680289036,72166135.1902092,0.7258335499026551,0.9646714048453704,0.5638118997607269,1.7265765326363705,0.5509977842685062,6.13,0.6349206349206349,28,True,True,230.38800201416015,221.12722702026366,213.72981872558594,196.27982849121094,0.75,0.125,-0.08590022430185874,0.058725014234586564,0.043473513715354836,0.042389753730750254,1.4740759965867354,1.3703107099686507,0.5446762062312158,89.55297885476153,95.8018212687143,95.49313165611977,82.48572310541749,85.38354684364872,85.75397437876215,79.78083037505789,95.44682821423059,22.89068529093996,4.4837166229356376,4.522302824509954,17.529711375212223,22.457169316252507,85.75397437876215,60.61120543293718,4.568606266399136,Other
HTLD,0.6938560047521053,0.22602741167644255,-0.0043263098580923216,0.020912603483183693,-0.006781671249046472,16.110000610351562,15.022764555305114,0.07237256838073146,13.321698103383731,0.2093053367017526,14.309666728973388,7.050441741943359,1.2849632973367506,0.8682343448213624,9764568.296943665,0.6345798833337123,0.9512964016148892,0.880963061103531,0.10923180496820842,0.4432887101889596,6.52,0.6507936507936508,25,True,True,15.801000118255615,15.039000034332275,14.309666728973388,13.28260004043579,0.75,0.125,-0.09211496154099155,0.03829870311751789,0.03438717690621098,0.03263281502118599,2.7167715263192775,0.9483725460296223,0.5236320642836008,89.10325667541287,93.10464577866955,90.63898749807069,82.48572310541749,84.52693316869887,96.69702114523847,79.91202346041055,95.18444204352522,23.496295724648867,7.180892112980398,9.376446982559036,17.529711375212223,23.313782991202345,96.69702114523847,40.1528013582343,4.830992437104491,Other
VNO,0.5066929540362765,0.23173481923589662,0.05718231080656292,-0.00026118918108771096,-0.017962554298499023,38.27000045776367,34.710128028585856,0.10256004893574719,31.929799265713434,0.19856689794033294,33.10633341471354,24.709999084472656,0.5487657578187403,-0.03177282669707678,60438056.0234436,0.14180306275875135,0.9042294921942478,0.8937311915689263,0.190708044395652,0.22858091689856108,7.8,0.6190476190476191,25,True,True,36.19000015258789,34.163500022888186,33.10633341471354,31.167400093078612,0.75,0.125,-0.06684291874478594,0.0371006563587342,0.03133814090484785,0.029228421133288746,2.2311120210743547,0.9262329264278274,0.35527795123046163,88.95141997221793,92.83454236764933,89.80938416422288,82.48572310541749,88.44729124864949,97.05201419972218,77.08751350517056,92.17471832072852,23.574046920821115,7.450995524000618,10.206050316406852,17.529711375212223,19.393424911251735,97.05201419972218,41.52647013427999,7.840716159901219,Other
CVLT,0.5962019074820587,0.2519353093153073,0.04644119885668436,0.01979568471502433,0.007332652304259985,127.76000213623047,116.14344313382988,0.10001906856691904,105.64718576613137,0.20930814398643524,110.85600001017252,75.18000030517578,0.6993881566589301,-0.30798393719415473,84829844.02250138,0.029007103846286714,0.9279774880080884,0.7982243698774714,0.8028427140870219,0.22503773809666672,5.62,0.6190476190476191,28,True,True,122.93199996948242,115.18650016784667,110.85600001017252,102.58980026245118,0.75,0.0,-0.07810216626272246,0.09218175408362592,0.04502226709922023,0.04369241020538821,4.679966549980552,1.0737294868506164,0.43579170867374595,88.08535267788238,95.71693162525082,95.01852137675567,82.48572310541749,86.55656737150795,63.89874980706899,87.99197407007254,93.57925605803365,18.10310233060658,4.568606266399136,4.996913103874054,17.529711375212223,14.948294489890415,63.89874980706899,43.0622009569378,6.43617842259608,Other
TFII,0.5841248954161533,0.1236426892923599,-0.018119531726297152,0.044474742765663086,0.009884732401499728,160.39999389648438,152.92335502506808,0.04889141276158037,139.03436533026732,0.15367156541092813,148.06033376057943,80.3486557006836,0.9962996580056002,0.8008049851174543,63351868.10901642,0.4809396715685691,0.9301502553393328,0.576483744997959,1.0131950704366566,0.34881236790092873,5.06,0.6666666666666666,25,True,True,158.8729995727539,153.14899978637695,148.06033376057943,140.63120040893554,0.75,0.125,-0.07388490309268096,0.07848227994103729,0.027329533153656264,0.027774299506992145,2.7715852144728976,1.3249711253935021,0.4249283750888785,88.07744250655966,93.4519215928384,90.83577712609971,82.48572310541749,87.35144312393888,73.06683130112673,89.70520141997221,93.36317332921747,21.723838555332616,6.833616298811545,9.17965735453002,17.529711375212223,20.489273035962338,73.06683130112673,49.63728970520142,6.6522611514122545,Other
PKOH,0.41102778663993067,0.12613486933857923,0.061430264258712945,0.05338180941370523,0.018475105463519298,34.72999954223633,32.25474972070031,0.07674063023181553,29.53383454365445,0.1759393955736205,31.489333407084146,15.31995677947998,1.2669776450515027,1.0617805333322765,2239231.1060382845,0.4375109395738235,0.9332200034103919,0.2847643896683613,0.18311385734839375,0.3591749546907394,4.31,0.5873015873015873,27,True,True,33.14500007629395,32.21850004196167,31.489333407084146,29.51593647003174,0.75,0.125,-0.0658236276459669,0.05268120759545796,0.043247456172482934,0.041010251761706494,2.616630434782609,0.9068700061396843,0.2692266481260622,87.76643772187066,90.55795647476461,91.69239080104954,82.48572310541749,88.58620157431703,89.3502083654885,78.0676030251582,89.70520141997221,23.04888871739466,9.727581416885322,8.323043679580183,17.529711375212223,19.254514585584193,89.3502083654885,38.84858774502238,10.31023306065751,Other
HUM,1.2421669604339378,0.2584038279078006,0.06528453710078559,0.04049829915952314,0.028560575848460515,379.2200012207031,327.8905108680095,0.15654460452915026,275.6401844839046,0.3757790865317276,307.4320007324219,162.84295654296875,1.3287467218186977,0.637369471128839,415354257.01161957,0.5792259595222303,0.9536150083650023,0.938369580138318,3.510379543685327,0.5894441922748406,13.63,0.6666666666666666,27,True,True,350.8139984130859,328.38099975585936,307.4320007324219,267.50679962158205,0.875,0.0,-0.04737312933056952,0.09140564386701795,0.03183630019658947,0.03063431218307162,2.7077235891498996,0.6571523372370449,1.0168405489074681,87.74482944898904,97.88547615372742,94.61722488038276,82.48572310541749,92.68019756135206,64.4852600709986,65.33415650563359,98.24046920821115,14.704429695940732,2.4000617379225186,5.398209600246951,17.529711375212223,9.847198641765704,64.4852600709986,25.621237845346503,1.7749652724185832,HEALTH INSURANCE
CORT,1.5764450862598114,0.4221270110995914,0.13064232363073025,0.061315933782873804,-0.0040840400947822824,82.91000366210938,69.41592361638847,0.1943945905019274,57.76273495027655,0.43535453668321195,63.26766688028972,32.150001525878906,1.5788491361461237,0.18341430989586735,68634268.14789963,0.5061574260387203,0.924060392532621,0.9226386338597645,0.7154430824856971,0.5516628896129222,11.52,0.6825396825396826,29,True,True,75.69000091552735,68.52300033569335,63.26766688028972,55.70380012512207,1.0,0.0,-0.07091679416885789,0.10296467268316166,0.04212260790533132,0.04240053537348236,6.54234606960331,0.7166048051883613,1.317525417909345,87.68231980243864,97.82373823120852,97.26037968822348,82.48572310541749,89.06467047383856,58.033647167772806,72.01728661830529,98.99675875906776,14.2076323506714,2.461799660441426,2.7550547924062356,17.529711375212223,13.6440808766785,58.033647167772806,25.97623089983022,1.0186757215619695,Other
PTRN,0.7991416112266708,0.2890528160782215,0.06126577642899525,0.016981973010971374,-0.005692639452927532,20.959999084472656,19.016675709074512,0.10219048823926756,16.357909919844865,0.28133723606367905,17.910333315531414,9.59000015258789,1.1856098801850943,0.34101080812579326,28519859.321745683,0.45100487466968714,0.9164236748740937,0.8143470996061045,0.16213517538779712,0.5259172383058001,7.04,0.5873015873015873,28,True,True,20.260999870300292,19.152999877929688,17.910333315531414,16.01420000076294,0.75,0.125,-0.09012543507652937,0.05994334616072718,0.049274917785015956,0.04389652830813853,3.275798221511615,0.6686658568562204,0.6183370011153889,87.47163914184287,94.27766630652879,93.12008025929927,82.48572310541749,84.81247106034883,84.88964346349745,67.34835622781293,96.15681432319802,19.988231208519835,6.00787158512116,6.895354221330452,17.529711375212223,23.028245099552397,84.88964346349745,24.93440345732366,3.8586201574317025,Other
ATLC,0.8880032020691828,0.15086584174409087,0.07556174071357269,0.04278136440001557,0.013160747359353435,92.37999725341797,84.33732273420684,0.09536317087700319,75.8604790519242,0.21776184922569045,82.41499938964844,47.959999084472656,0.9261884699102624,0.8135060805632033,10369088.357786942,0.4624223929567941,0.8802142203341344,0.11944225136537447,0.648684220379948,0.41590837069565106,3.44,0.6190476190476191,32,True,True,85.5259994506836,84.25699996948242,82.41499938964844,77.11419967651368,0.625,0.125,-0.15188886854383682,0.07213926088122738,0.05531843397287149,0.05748770658819698,2.1426348920863307,1.1865374717881865,0.6982684526148426,87.35491588208055,93.76832844574778,97.98580027782066,82.48572310541749,73.09770026238617,76.94088593918814,85.07485723105418,96.75875906775737,22.36842105263158,6.517209445902146,2.0296342028090755,17.529711375212223,31.548078407161597,76.94088593918814,50.53248958172558,3.256675412872357,Other
