Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
MTRN,0.5209959903603797,0.15615124623885102,-0.010400355260878975,-0.03400141837559603,-0.029414361456181166,220.75,212.54325364593163,0.038612123477415584,188.20829872263081,0.17290258452060625,204.6092041015625,76.50212097167969,1.885540913064612,1.7756845716009184,65631362.196243286,0.5845065445869568,0.9467540340935149,0.7398530331208787,1.613802121714696,0.42371706897318034,4.3,0.6190476190476191,28,True,True,223.16289672851562,213.79815444946288,204.6092041015625,187.0295281982422,0.75,0.125,-0.10516335079649893,0.05058925721673818,0.03830594100289159,0.04193972879735011,1.897583023691997,1.4206338905935103,0.3949376671063502,89.79670880221983,95.78002158162478,95.29058116232466,80.75766918452288,82.66918452289194,91.21319562201326,85.44011099121319,93.78757515030061,23.51106058270387,4.270078618776013,4.724834283952521,19.257746261754278,26.17542777863419,91.21319562201326,51.75736087559734,6.227840295976569,Other
ARCB,0.6490649478107293,0.27478219131444265,0.10149142738924401,0.09118406395443213,0.06167849393414049,155.08999633789062,132.34436485689122,0.1718670190876286,118.50208860735917,0.3087532731322618,127.12810389200847,59.4954833984375,1.6067524369751347,1.4483733030618282,38516232.08021698,0.7974035481719954,0.8717567256046269,0.9213932154811194,0.8787808920015021,0.5799575126421456,8.69,0.6349206349206349,28,True,True,138.385001373291,129.00600051879883,127.12810389200847,119.20531967163086,0.75,0.25,-0.12656574487643146,0.06466605957465178,0.039595933576954,0.03465727549924702,2.837985870263327,1.6206986109177368,0.5123924229812851,89.3290427007862,95.62972098042238,95.85324495144135,80.75766918452288,79.43964852782489,82.8426082935101,91.81439802682289,95.48327424078927,24.343301988592568,4.420379219978418,4.162170494835825,19.257746261754278,39.995375366116846,82.8426082935101,49.88438415292123,4.532141205487899,Other
AMD,1.3010658266051014,0.14180094657839784,-0.08576245188724056,-0.14034507835162333,-0.10860092889626112,466.3800048828125,463.95294342494674,0.005231266429627437,370.1098090757801,0.260112521868668,435.4373352050781,116.16000366210938,3.0149792543002696,3.0139426377756076,16146293707.694,1.1219267106831825,0.9291211814472777,0.6488114669046471,6.136614883733419,0.7350468114362095,4.41,0.6349206349206349,34,True,True,506.49000549316406,473.9340026855469,435.4373352050781,358.72340118408204,0.875,0.125,-0.14034507835162333,0.05371039685157301,0.05586094742733244,0.0680377294501833,1.1932556776313978,1.3366384328940273,1.1103562510129539,89.2723909357176,96.87066440573454,99.12902728533992,80.75766918452288,79.2315400030831,89.37875751503006,74.17141976260213,98.3197163557885,23.703560968090024,3.1794357946662557,0.8863881609372591,19.257746261754278,31.223986434407273,89.37875751503006,60.960382303067675,1.6956990904886695,ARKK
BSTZ,0.40724303154158437,0.06080196155400946,-0.048788527629324355,-0.06047868158535709,-0.053437643156021175,29.049999237060547,28.950248826770533,0.003445580412344288,26.396448845386693,0.10052679461607254,28.144870885213216,17.50731658935547,0.6593062157065854,0.6581567447510076,6819086.878469276,0.3380604397474262,0.9497469854850011,0.6922657472237884,0.17241840721458518,0.24705969317805593,3.33,0.6825396825396826,26,True,True,30.123999977111815,28.990201663970947,28.144870885213216,26.224368019104006,0.75,0.125,-0.07953106056261104,0.038420241261430205,0.028886768479197154,0.03234791612002938,1.8268394991869568,1.5415986585444375,0.29061241706835494,89.16101433636503,90.419300138739,93.31740403884692,80.75766918452288,86.60012332357022,96.79358717434869,86.37274549098197,91.38276553106212,25.561893016802834,9.630800061661784,6.698011407430245,19.257746261754278,22.24448897795591,96.79358717434869,53.815322953599505,8.632649915215046,Other
HTLD,0.5866903097945134,0.21263484793669835,0.014175213071236765,0.03689060966299487,-0.0006349351671006945,15.739999771118164,14.38828542261605,0.0939454777827411,12.824924215429071,0.22729768275605877,13.84966672261556,7.050441741943359,1.2324841970511262,0.83375731354759,8689463.780446053,0.6237398709935011,0.935274333820362,0.94916620467716,0.10096007178089769,0.4474057417823401,7.81,0.6349206349206349,24,True,True,15.148000144958496,14.208500051498413,13.84966672261556,12.709200038909913,0.75,0.125,-0.09211496154099155,0.04407727930327759,0.03528360480181051,0.030540948696666143,3.672054542668914,1.1534866943219269,0.4551873201457887,88.87332357021735,92.89347926622477,88.51163866193927,80.75766918452288,84.71173115461693,94.78957915831663,86.02589794974566,94.71250192693078,24.229420379219977,7.156620934176044,11.503776784337907,19.257746261754278,24.1328811469092,94.78957915831663,41.96855248959457,5.302913519346386,Other
CEVA,1.2130522895399707,0.2922597623212907,-0.025385782705761157,-0.12954455518276445,-0.12111740311300213,43.57500076293945,40.52381420847421,0.07529366655291773,32.41230171450901,0.3443969868833345,37.31216678619385,17.209999084472656,1.531958342883007,1.1529150818034886,44366970.708031654,0.6453060326823394,0.8941235249610755,0.761419970247299,0.5034924682384263,0.7516297300629062,5.49,0.5555555555555556,30,True,True,44.104500198364256,40.68525009155273,37.31216678619385,30.80229995727539,0.875,0.0,-0.1395912909420102,0.0638987698182726,0.0747500115672469,0.07556757260383959,2.312897320608219,1.3164954772719135,1.029637170327986,88.72167411746571,96.36195467858795,92.06875289039618,80.75766918452288,79.34715585016187,83.41297980576537,86.53460767689225,98.10390010790813,21.842338523200247,3.6881455218128565,7.946662555880993,19.257746261754278,23.404501310312934,83.41297980576537,47.9651610914136,1.9115153383690457,Other
BAND,3.378411033983077,0.48620819734280984,0.018479299899458592,0.10060973517742937,-0.013526512640256182,72.19999694824219,58.3067091768428,0.238279401591014,41.254635976979664,0.7501062665667495,51.63966693878174,12.819999694824219,4.63182516902799,3.82943129561091,68038576.15621796,1.4869158827948832,0.8696667632614259,0.7963079880707241,0.9971438225146996,1.9998752336746766,12.5,0.6666666666666666,33,True,True,65.10900001525879,59.18899993896484,51.63966693878174,38.680400161743165,0.875,0.0,-0.11610081120810688,0.1166075790539934,0.07636155478638706,0.06932916319124635,3.0078976656532794,1.6008554589046764,3.0155335793685683,88.01217820255896,97.34083551718822,99.32172036380453,80.75766918452288,82.6383536303376,51.025127177431784,91.89918298134731,99.76876830584246,16.74329428086943,2.709264683212579,0.6936950824726376,19.257746261754278,20.1133035301372,51.025127177431784,49.290889471250196,0.2466471404347156,Other
SANM,1.0130969443672013,0.06322495982412071,-0.048323779884483,-0.10837577552827458,-0.10013209068229603,252.0800018310547,248.22142387531534,0.015544902996276262,208.9208951394529,0.2065810921535323,238.99666748046874,86.33000183105469,1.919958258826033,1.8921522629609542,211101889.25774384,0.6670336881416161,0.9311525761249746,0.7208627238643559,2.8361300305104296,0.4801331836432347,3.91,0.6666666666666666,32,True,True,264.93600311279295,250.51850051879882,238.99666748046874,202.94940032958985,0.875,0.125,-0.10837577552827458,0.05946669526481312,0.055510501797607616,0.06197294491228354,2.2690499305198637,0.722804514887075,0.8462538843177054,87.93895483274241,94.45814706335749,99.04424233081548,80.75766918452288,83.77909665484816,86.23400647448743,64.08971789733313,97.54894404193001,19.894404193001385,5.591953137043319,0.9711731154616925,19.257746261754278,26.67642978264221,86.23400647448743,25.905657468783723,2.4664714043471556,Other
NUE,0.5062112898293241,0.12214381479558709,0.011531249088000843,-0.01295934293370618,-0.03008235254830738,254.38999938964844,240.38073120485262,0.05827949733981426,215.80838175432822,0.17877719726030256,234.3729995727539,115.3801498413086,1.2047986567839533,1.1242745696728793,341627622.4555572,0.5701532084179772,0.9322666394627624,0.8956330469251068,1.721631532074303,0.37899483580173476,6.85,0.6190476190476191,25,True,True,250.24100036621093,239.21350021362304,234.3729995727539,214.57220733642578,0.875,0.125,-0.07700365736494168,0.07345443947018801,0.024239891674491126,0.027087201932177278,2.134229827123067,1.0030580384728605,0.3813783048211345,87.59075843995684,95.04778788345922,90.24973022969016,80.75766918452288,88.70433174040389,77.1388931709573,78.11777400955758,93.46385077848004,21.37717743178665,5.002312316941575,9.76568521658702,19.257746261754278,21.75119469708648,77.1388931709573,41.41359642361647,6.551564667797133,STEEL
ATEN,0.4980722494492108,0.1234168673141545,-0.030754635147318184,-0.027671781948316557,-0.03564672053372066,30.56999969482422,29.449082926184943,0.03806287521580517,26.55600820153126,0.15115191495766697,28.54170061747233,16.46588134765625,0.8565662565748748,0.6943523751138687,30157750.009025194,0.4782726163736727,0.9343313081699965,0.7819866923455026,0.1683023267993546,0.41369912794971164,3.1,0.6825396825396826,27,True,True,30.513999938964844,29.256630611419677,28.54170061747233,27.10800521850586,0.75,0.125,-0.06341910948321604,0.09543634455738295,0.03835586116461642,0.04119350325264491,3.1035241245583687,1.232775012807884,0.3739138183449873,87.27686141513797,92.63527054108216,94.9630029289348,80.75766918452288,89.25928780638199,63.002928934792656,87.35162632958225,93.35594265453985,19.844689378757515,7.414829659318638,5.052412517342377,19.257746261754278,19.585324495144135,63.002928934792656,44.40419300138739,6.659472791737321,CYBER SECURITY
