Ticker,6m_return,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema9,ema9_dist,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,ema21w,sma30w,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
WYY,1.9464884252564534,2.269016934266094,0.8625793623870649,0.34709487324224625,0.2851933472069411,0.15389654951024734,17.6200008392334,14.059373094846187,0.2532565086911627,12.428149067372082,0.41774939644806874,9.680956685475307,0.8200681411651526,11.369000053405761,2.819999933242798,5.248227395867936,4.137026383760901,2687968.4294433594,1.3675153708813843,0.9091982802481259,0.7219589661809179,0.17088325994630027,1.429116412555002,9.091045386449883,7.2536667029062905,11.39,0.6031746031746031,34,True,True,13.37400016784668,12.275000143051148,11.369000053405761,9.386400051116944,0.875,0.0,-0.17291669357153996,0.04895021743148973,0.10630029000182258,0.07702246949058067,3.6430675270799724,4.240755236577292,1.92078758868801,90.97785692164757,96.14818829358936,97.79343449984515,82.64942706720348,75.39873025704553,90.2446577887891,96.12883245586869,99.27222050170332,22.349605140910498,4.157633942397027,2.222050170331372,17.366057602973058,27.047847630845464,90.2446577887891,52.16011148962527,0.7432641684732115,Other
CARE,0.6385711046365034,0.5984297277070246,0.18829980061058865,0.05177994825961842,0.031091355583878016,0.005258217114668401,32.5,30.965780539326257,0.049545641477543194,29.523446413604947,0.10081999048130783,26.80904451745539,0.21227744535390747,28.390666643778484,16.875638961791992,0.9258530046526242,0.902271167106174,10897820.5804348,0.40873264100190837,0.9245890651112622,0.9522702984788703,0.13686192649117632,0.39396042163748995,25.698332570243412,23.31486568450928,8.14,0.6666666666666666,24,True,True,30.635000038146973,29.229999923706053,28.390666643778484,27.021337890625,0.75,0.0,-0.035298270479810955,0.04542024239532271,0.02722388163734214,0.02491209428388994,2.13781122100955,1.135454242838024,0.4281583130204147,89.76831062248375,92.7802725301951,88.87039331062249,82.64942706720348,93.48482502322702,92.70672034685661,81.66615051099411,93.85258593991948,21.6715701455559,7.525549705791267,11.145091359554042,17.366057602973058,8.218488696190771,92.70672034685661,43.93775162589037,6.162898730257046,Other
COOK,0.5240776284227093,2.2141686166481542,0.30425386284052575,0.1308167947355532,0.16333179848357446,0.14167269620028408,78.48999786376953,69.91588319198348,0.12263471875542512,65.15315721634995,0.20469983677280254,54.518442382290914,0.43969626486000335,61.37433344523112,24.420000076293945,2.2141686166481542,-0.0978161165083962,3985669.6549537657,0.4188284665670661,0.9042248666977132,0.6609801183743012,0.7753249776711295,0.6221298682269918,54.093376319632455,48.386999956766765,4.86,0.6507936507936508,37,True,True,68.71399993896485,67.01749992370605,61.37433344523112,52.9802001953125,0.625,0.125,-0.19691744037067588,0.06001112395668254,0.11274778816228784,0.09909087963992778,1.682332865825152,3.9285683162207996,1.8717819430825482,89.21066893775163,97.27856921647569,99.50061938680707,82.64942706720348,69.27067203468566,82.92040879529266,89.61752864663983,99.24125116135026,23.0866754413131,3.027253019510684,0.5148652833694642,17.366057602973058,36.18767420253948,82.92040879529266,58.50108392691236,0.774233508826262,Other
PKOH,0.7062726561384287,0.5042399289170716,0.10129637611790072,0.055475242273502215,-0.000547208158171233,0.0027449484843096884,36.529998779296875,35.393860637312955,0.03209986482192846,33.951128806542584,0.07595829839558463,30.803486777389715,0.18590466862701133,32.79833329518636,15.31995677947998,1.3844713993074886,1.1242806158162644,2364643.6522102356,0.46002092741986733,0.9518071517015656,0.9030819471717204,0.20067903742812204,0.37262086093439833,29.357014669927324,26.61332041422526,4.75,0.6190476190476191,28,True,True,35.082999801635744,33.98750019073486,32.79833329518636,30.985163459777834,0.625,0.0,-0.0658236276459669,0.06038954206596708,0.038586181366320894,0.03769894726226727,2.0488045162718618,1.2104026809086916,0.34400200523167007,88.24461907711365,91.36729637658718,95.24233508826262,82.64942706720348,86.21090120780428,82.65716940229173,83.06751316196966,92.1492722205017,21.190964694951997,8.938525859399196,4.773149581913906,17.366057602973058,13.103902136884486,82.65716940229173,46.17528646639826,7.866212449674823,Other
MTRN,1.1019935481092686,0.8215933324247608,0.21022829581575134,0.0216361311653376,-0.029026209201916075,0.01613024360581741,269.6199951171875,260.4656132210121,0.035146220581553846,243.50720491982963,0.10723621178254267,210.13934637208845,0.283053363265812,230.26919606526693,78.94229888916016,2.415405921934837,2.415405921934837,91614063.67543945,0.7781885514793777,0.9549198690933124,0.864458299103706,1.9578131186431085,0.5897673721003199,196.8226541197555,169.5971371968587,5.83,0.6666666666666666,29,True,True,257.7460006713867,241.40975036621094,230.26919606526693,211.40585510253905,0.75,0.0,-0.08096074057357128,0.11467325624051916,0.04332092032515415,0.04723929051828109,2.2657912574954375,1.2320347338679163,0.6275495979275318,87.09468875812945,97.02307215856302,97.25921337875502,82.64942706720348,86.57091978940849,47.69278414369774,84.58501083926913,96.39207184886962,15.796105605450608,3.282750077423351,2.7562712914214926,17.366057602973058,15.132393930009293,47.69278414369774,45.55589965933726,3.623412821306906,Other
LTH,0.4439078314161716,0.4712338690249254,0.1700781909562511,0.12373514774259584,0.04125360367780535,0.027491330967273266,38.869998931884766,36.30302883004165,0.07070952988139897,34.61730062455633,0.12284892902110682,31.883312391200548,0.219133020275913,33.83366686503093,24.59000015258789,0.5807238182466634,0.33344766519913144,84386272.20944424,0.36737288359839254,0.7874926037706503,0.900788653654313,0.1696634990279026,0.3313467158238875,31.20275150221956,29.196000162760416,6.55,0.6031746031746031,25,True,True,35.72400016784668,34.14000015258789,33.83366686503093,31.667800102233887,0.625,0.125,-0.08432469747535246,0.05171445054697987,0.03568781181796614,0.03469990834716043,1.5805071376493836,1.548184180670918,0.3145118887767927,87.06139671724992,89.04846701765251,89.6136574790957,82.64942706720348,83.74883864973677,88.63425209043048,83.93465469185506,91.40600805202848,25.486799318674514,11.25735521833385,10.40182719108083,17.366057602973058,21.70950758748839,88.63425209043048,55.264787860018586,8.609476618148033,Other
AVR,0.9548870832615911,0.8806508542412336,0.14537441695103598,0.0947368019505551,0.08446292524028813,0.011673140921804177,10.399999618530273,9.773739931474068,0.06407574699624251,9.254964674901629,0.12372115765431757,7.926044835161146,0.31212979926561685,8.906666660308838,2.9000000953674316,2.5862066470768816,1.6262625046329064,11664156.87814188,0.6198926068751527,0.8882498239289228,0.40020081812314307,0.08865207271184056,0.6084131872313253,7.446348667335,6.465999968846639,5.48,0.5873015873015873,28,True,True,9.619999980926513,9.394500017166138,8.906666660308838,7.7658000087738035,0.75,0.0,-0.12082667037422089,0.05767557101638591,0.06357319504638351,0.0619024585017383,1.2506146957980742,1.2868456932359813,0.6803160657093666,87.00623257974605,91.06921647568906,93.42288634252091,82.64942706720348,81.17451223288944,84.6082378445339,75.02322700526479,96.88758129451843,23.513858779807993,9.236605760297305,6.592598327655621,17.366057602973058,20.528801486528337,84.6082378445339,57.5797460514091,3.1279033756580983,Other
PBI,0.6582509697760895,0.6022907404193193,0.1199226681433554,-0.0005752774462597912,0.013418988201590511,0.018768423254664057,17.3700008392334,17.19756440560256,0.01002679388568903,16.78995332996006,0.034547297295835805,15.162693506084684,0.1455748830023463,16.433165009816488,8.888384819030762,0.9542359149485518,0.694265673275076,49072949.588196754,0.4699594291410593,0.8464032834347939,0.6075979550048841,0.1146953475823234,0.3973064923201689,14.251640089922155,12.431059996287027,3.36,0.5873015873015873,30,True,True,17.25699977874756,16.876999950408937,16.433165009816488,15.701174507141113,0.75,0.0,-0.07351149160233517,0.03415586005669498,0.030799032791725835,0.031643232298659625,2.385438353764266,0.5114441755168959,0.4316080345228116,86.8248683803035,89.25751006503562,95.33137194177763,82.64942706720348,87.60065035614741,97.87860018581604,54.955094456488084,93.89903995044907,20.065616289873024,11.048312170950759,4.684112728398885,17.366057602973058,14.102663363270363,97.87860018581604,14.811087023846392,6.11644471972747,INT FREIGHT AND LOGISTICS
ATLC,0.5150724770366282,0.9312765352429605,0.18044268063987673,0.09157360947966445,0.05044216681864893,0.03137332563167939,104.54000091552734,97.62666951810206,0.07081396335192407,91.73143461276518,0.13963115650411664,80.70695643958729,0.2953034723070017,87.06466623942057,47.959999084472656,1.1797331716249513,1.0721506310129212,14681788.469889069,0.5872608755878853,0.8838592941185294,0.9688890102306035,0.6841004054117862,0.5309739024389671,77.14131017629809,68.28333307902018,4.95,0.6190476190476191,31,True,True,96.47599868774414,90.4419994354248,87.06466623942057,82.57979965209961,0.625,0.125,-0.15188886854383682,0.0833039892870691,0.05806187412481466,0.05367869836012225,1.8439505955006616,1.2725949538686037,0.7255488875980421,86.6860870238464,95.04490554351193,97.75085165685971,82.64942706720348,74.91483431402912,66.08857231340973,83.06751316196966,97.1198513471663,20.642226695571384,5.26091669247445,2.264633013316817,17.366057602973058,30.543511923196036,66.08857231340973,49.024465778878906,2.89563332301022,Other
CVLT,0.02028706905768646,0.6396237555716106,0.2097326203812481,0.028796192577925622,0.03769535981334412,0.044158676049385934,130.75999450683594,126.6501368419454,0.032450479465485994,121.67959508613757,0.07462549011829232,110.17797291239431,0.1868070454591408,116.65,75.18000030517578,0.7392922848636081,-0.24599241213547995,107112974.23019409,0.06125348696126645,0.9516692543716718,0.6587920773881678,0.8723574014303324,0.24681759371633047,111.35177830133647,104.8749994913737,4.45,0.5873015873015873,30,True,True,127.15499954223633,122.88599967956543,116.65,108.89800003051758,0.875,0.0,-0.07810216626272246,0.08979582176769828,0.04676817910608555,0.04512628435551126,2.2982137422005784,0.8992360732608339,0.4649641808804914,86.66189222669558,95.97785692164757,95.33137194177763,82.64942706720348,87.6858160421183,61.98513471663054,72.01145865593062,94.17776401362651,16.659375967791885,4.327965314338805,4.684112728398885,17.366057602973058,14.760761845772684,61.98513471663054,32.734592753174354,5.837720656550015,Other
