Ticker,6m_return,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema9,ema9_dist,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,ema21w,sma30w,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,gain_from_60d_low,pct_from_60d_high,consolidation_range_10d,vol_contraction,htf_score,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
EAT,0.3290110645600668,0.6298258884848222,0.2021978557076633,0.042565834071628006,0.0011879658934146043,0.01039074764476319,227.5399932861328,218.86469891706275,0.039637704993062864,205.1841590970791,0.10895497141412595,0.0,0.0,194.18166758219402,102.29000091552734,1.2244597834546784,0.4960878346043139,216630735.25059128,0.5423564782427676,0.9430548163606752,0.9052895665342612,1.5311885517313735,0.4093701529569599,176.1992971433075,161.4480005900065,7.79,0.6349206349206349,27,True,True,217.70599975585938,202.91699981689453,194.18166758219402,178.08740112304687,1.0,0.0,-0.0951221167626885,0.02178108734571587,0.037917292576628195,0.035653086451296036,1.849034281718125,0.9965642400234859,0.5547055124873254,0.8012,0.0,0.1288,0.9441,59.2,90.7532488368362,96.67495587999358,94.48901010749238,82.24370287181134,85.99390341729504,99.88769452911922,75.26873094817904,96.59874859618162,21.286900369003693,3.3410877587036736,5.527033531204877,17.772340766885932,15.750842291031606,99.88769452911922,42.63596983795925,3.4172950425156423,RESTAURANTS
TXG,2.1591152536444347,1.857073155845084,0.4022025150334414,0.22377766293124968,0.2844298608488739,0.12569673397973746,58.56999969482422,49.98692199743089,0.17170646549980534,46.760469647838065,0.2525537090607934,0.0,0.0,44.750999959309894,11.34000015258789,4.1649029018273875,3.7579202029505643,152539125.29865265,1.5702497650523735,0.9546567870168426,0.2817674446151591,0.5090903314760388,1.0180546301414228,36.350752549792716,29.023000081380207,7.98,0.6190476190476191,35,True,True,48.85999946594238,47.30399990081787,44.750999959309894,39.54700000762939,0.625,0.0,-0.1391044730570779,0.0680029806946026,0.06859897418597331,0.06028195878280946,1.366586373149253,1.8137808895887408,1.7253876726067698,1.7627,0.0,0.2214,1.1465,67.3,88.69605326488048,98.16300336916413,98.95315257500401,82.24370287181134,73.94513075565538,78.59778597785979,80.75565538264078,99.48660356168779,20.58258463019413,1.85304026953313,1.0628910636932456,17.772340766885932,21.871490454034976,78.59778597785979,61.00593614631798,0.5294400770094657,ARKK
VSXY,0.6176375801757711,1.1713727027096448,0.2657634460827968,0.12061430609411684,0.06896925587213357,0.014511876313068415,99.97000122070312,92.84166378511554,0.07677950981238667,88.36452276743725,0.1313364016440153,0.0,0.0,84.99266637166342,21.31999969482422,3.68902451461913,3.68902451461913,151167192.46471864,1.0183203114673076,0.7786606301962602,0.6842251821672654,0.7276084836910032,0.5538331765394133,73.84240373944321,64.33766682942708,5.24,0.6031746031746031,29,True,True,91.55699920654297,87.95999908447266,84.99266637166342,81.57999961853028,0.625,0.125,-0.1390960176112288,0.06482222145723276,0.04658727956606605,0.04301468915998665,4.886567312810123,1.060654451576593,1.0712918689158641,1.23,0.0,0.1173,0.7422,73.2,87.63677201989411,93.58254452109738,96.1374939836355,82.24370287181134,73.95315257500401,81.11663725332906,83.91625220600034,98.87694529119204,21.099189796245792,6.433499117599871,3.878549655061768,17.772340766885932,28.00016043638697,81.11663725332906,38.17583828012194,1.139098347505214,Other
CTRN,0.6522610643217963,0.6750225883841604,0.2528715745452729,0.021062758702540787,0.02942394208733872,0.020360375262499862,74.16999816894531,70.85582053948141,0.04677354103347393,67.0645439947489,0.10594948911831506,0.0,0.0,63.753000005086264,30.739999771118164,1.4128171347168292,1.3802952032140416,9032379.280994415,0.5776625386638365,0.8886068836753284,0.8056517032371157,0.5390442666553317,0.4564460079258891,56.549752847198924,50.925333150227864,6.42,0.5555555555555556,30,True,True,70.24400024414062,67.20400009155273,63.753000005086264,58.96599998474121,0.875,0.0,-0.1806684783320365,0.07760538056506333,0.0420300777719377,0.040187611487632786,3.1399461786867597,2.0117843835930893,0.5978190493234967,1.0444,0.0,0.1015,0.6857,71.0,87.61350874378309,95.67222846141505,92.5116316380555,82.24370287181134,75.0,72.00385047328734,93.28573720519813,97.03192684100755,21.36731910797369,4.343815177282207,7.504412000641746,17.772340766885932,26.532167495588,72.00385047328734,50.11230547088079,2.984116797689716,Other
KRT,0.9167205368809279,0.8106495368408932,0.38525773810746416,0.17084449821598613,0.1354732552081153,0.021660659470344394,48.11000061035156,43.36228004228061,0.10948964315164388,40.40271119109455,0.19076168880854302,0.0,0.0,38.203500239054364,19.919692993164062,1.4151978962156548,1.025897046005745,6014843.8123199465,0.7803575089111984,0.9243951127364115,0.6889657181673451,0.30544556569760106,0.5996169535058867,34.145705207161264,30.07595068613688,9.91,0.6349206349206349,26,True,True,42.452000045776366,40.328250122070315,38.203500239054364,34.618300170898436,1.0,0.0,-0.040528882158862016,0.13745015160722096,0.037030948983499935,0.039323579207939406,5.088697373905794,1.863223152801934,0.7271948101929873,0.8638,0.0,0.1638,1.4435,57.1,87.59345419541151,96.7110540670624,92.68811166372532,82.24370287181134,94.45692283009787,37.92716188031445,94.05583186266645,98.09080699502647,14.486804107171507,3.304989571634847,7.327931974971923,17.772340766885932,7.287822878228782,37.92716188031445,48.17102518851276,1.9252366436707846,Other
CAKE,0.7683398774954212,0.8267420448601612,0.3568030089327692,0.050647269371762664,0.03615697484937438,0.03867351024405652,111.19000244140625,103.8730914931086,0.07044087013413944,95.88288127965849,0.15964394224973252,0.0,0.0,89.04766616821288,42.72428512573242,1.602501179696453,0.8413958572593419,178645834.9593323,0.7665748719067331,0.906608160738336,0.8856126641237447,0.7404571903466078,0.5964156025913455,79.43766903168354,69.64978434244792,10.37,0.6507936507936508,28,True,True,103.44599990844726,93.96599960327148,89.04766616821288,82.20039970397949,0.75,0.0,-0.07126789011041627,0.12076708404386276,0.03439684270848722,0.03402477768666467,2.1362877233119133,1.2394630844836958,0.742545597724385,0.9079,0.0,0.1995,1.1785,55.2,86.99863629071073,97.42900689876464,96.23375581581902,82.24370287181134,87.75469276431895,45.435584790630514,83.47505214182576,98.1549815498155,15.149606930851919,2.587036739932617,3.782287822878229,17.772340766885932,12.421787261350875,45.435584790630514,46.767206802502805,1.8610620888817584,RESTAURANTS
ADPT,0.6046659088182706,0.8796160143752669,0.2107516750095776,0.03665994109361392,0.07838984540535482,0.020858421636509698,25.450000762939453,24.08411403537061,0.056713181376024976,22.988229280776586,0.10708834734920059,0.0,0.0,22.456666819254558,12.149999618530273,1.0946503343197649,1.0946503343197649,65091099.83019638,0.5348324857748123,0.9396513333554238,0.7341617743430637,0.19994960091264202,0.4864786294905284,19.376346322724203,17.12100009918213,4.56,0.5714285714285714,27,True,True,23.807000160217285,23.046500205993652,22.456666819254558,20.435800075531006,0.625,0.125,-0.10411099323273096,0.05960371984334811,0.058150809379076664,0.05380016318724103,1.9116510065725854,0.8402475536191887,0.7929825508081543,1.0024,0.0,0.1151,0.8072,67.1,86.80651371731108,94.68153377185946,91.08374779399968,82.24370287181134,78.7742660035296,85.03128509545965,69.84598106850633,98.33146157548532,21.117639980747633,5.334509866837799,8.932295844697578,17.772340766885932,23.17904700786138,85.03128509545965,36.298732552542916,1.6845820632119364,Other
ANF,0.2774005562000403,0.6387390540394864,0.29413695292682546,0.07558985536966079,0.07286382311517257,0.05247732097834822,118.52999877929688,109.02360055515068,0.08719578307576889,102.58798748903513,0.1553984212037074,0.0,0.0,97.61699981689453,65.61000061035156,0.8065843267283236,0.1838793001166127,98294117.86417846,0.29890127910271835,0.8867366098775628,0.8897860439313345,0.5906850072096022,0.30107863850793737,94.65739609333738,91.10133336385091,6.82,0.5555555555555556,28,True,True,107.55500030517578,101.24050025939941,97.61699981689453,92.18059982299805,0.625,0.25,-0.08323197787642701,0.08303560311633372,0.04278240939556731,0.041913022860101526,1.8478277125991787,1.2038034651652618,0.5632078609402823,0.6796,0.0,0.1602,0.7929,56.1,86.74975934541956,95.9449703192684,90.65859136852238,82.24370287181134,81.87068827210011,68.00898443767046,80.78774266003529,96.6789667896679,21.648684421626825,4.071073319428846,9.357452270174875,17.772340766885932,30.731589924594896,68.00898443767046,48.17102518851276,3.33707684902936,Other
JILL,0.1367221240943028,0.5219713567219145,0.1704260814866898,-0.027083356098995363,-0.003201679118206457,-0.012684977280675322,18.68000030517578,18.51492211332483,0.008915953890626887,17.687960753368714,0.05608558078794535,0.0,0.0,17.058333365122476,10.850262641906738,0.7216173397525341,0.2839173026527915,1333160.2687740326,0.25963942622623326,0.9578508240467984,0.7862162595801775,0.11923129781050618,0.24666807758072076,15.765673720546513,14.983940505981446,4.33,0.6507936507936508,29,True,True,18.608999824523927,17.5835000038147,17.058333365122476,15.84518159866333,0.875,0.0,-0.06315791845626288,0.05280910190013767,0.04836531599507211,0.041340621303199286,1.9517390937861592,0.22580536294227138,0.4518221086444652,0.6246,0.0276,0.0781,0.7687,57.7,86.68779079095138,92.24691159955077,97.34076688592972,82.24370287181134,90.45804588480667,89.73207123375582,46.181613990052945,95.28317022300658,17.300256698219158,7.769132039146478,2.675276752767528,17.772340766885932,11.074121610781326,89.73207123375582,11.832183539226698,4.732873415690678,Other
AZTA,0.11845646591843127,0.8568245356217266,0.27946267973924166,0.10620653034915875,0.08425510992911475,0.04026219970868287,33.33000183105469,30.71786359683213,0.08503645528564494,28.858985633932292,0.15492631147317218,0.0,0.0,27.53133347829183,16.020000457763672,1.0805243994173657,0.1912080906485517,19902042.488775253,0.22858402250324386,0.9028446938251716,0.8619004541977049,0.20581461335839948,0.2989257476258906,26.61170849451713,25.659666760762533,6.68,0.5714285714285714,30,True,True,30.207999992370606,28.52500009536743,27.53133347829183,25.765000038146972,0.75,0.125,-0.10752090379631431,0.09498843764956444,0.047010633111827904,0.04395439351532566,1.7867357879830064,1.2471074971133955,0.7712415550943065,1.0805,0.0,0.156,1.1343,62.7,86.53537622332745,94.93422108134124,94.44489010107492,82.24370287181134,82.67688111663726,59.85881597946414,80.87598267287021,98.23519974330178,19.438873736563455,5.081822557356009,5.571153537622333,17.772340766885932,23.636290710733192,59.85881597946414,49.5748435745227,1.780843895395476,Other
