Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,ema60,ema60_dist,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,r_squared,r_squared_15d,slope,sma30w_dist,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
DELL,1.0759068415071351,0.2915235846693728,0.1428571741540135,0.12833114600470844,0.10392009507399017,238.8000030517578,203.25141046915988,0.1748996107851948,175.64462431475886,0.3595634024291184,94.35531616210938,1.530859020613972,1.530859020613972,1235014399.8620887,0.944265334899124,0.44108096575284406,1.7963001537615986,0.606409878422874,9.06,0.5714285714285714,26,True,True,214.16699981689453,203.43792572021485,193.46365763346355,175.60879852294923,0.875,0.0,-0.10803753526531722,0.03081561340913266,0.043837336907841175,0.039726680656555505,1.6113759455094867,1.5009558529608678,0.9116754881932904,89.95754185447521,97.1184803605924,85.97472633612364,80.46925305859627,88.3491629104958,98.98583386992918,77.58370895041855,98.0199613650998,23.25458789439794,2.9137153895685772,14.041371538956858,19.546844816484224,13.40952994204765,98.98583386992918,53.783000643915,1.9961365099806825,DATA CENTERS
RELY,0.8539061866118582,0.4235152629652509,0.08405665618510745,-0.0021026552971152596,-0.00042123963682603365,23.729999542236328,20.80434866069755,0.14062689148570945,18.127759846731752,0.3090420296203671,12.199999809265137,0.9450819601009237,0.125177779542334,75427229.74217796,0.6935557499082362,0.9169818374633965,0.13109086854483495,0.5219017429792965,10.63,0.6349206349206349,30,True,True,22.22299995422363,20.614999961853027,19.03566665649414,17.97470001220703,0.625,0.125,-0.146188834242181,0.03653787234814913,0.03482452008943738,0.03013063759550838,3.1491259401606504,1.6448762944751731,0.7072379855845297,89.36312781712813,91.64520283322602,96.96957501609788,80.46925305859627,77.3945589182228,97.2633612363168,88.48197037990985,96.5228589826143,23.96269317450097,8.386992916934965,3.0465228589826148,19.546844816484224,25.390373470701867,97.2633612363168,45.92723760463618,3.4932388924661946,Other
KGS,0.5240590521643302,0.18545578729100948,0.05309732023718189,0.04845819567840163,0.007052186025941017,71.4000015258789,65.27683735422585,0.09380301527823118,58.40511952907166,0.22249559801583707,29.950620651245117,1.3839239379138089,1.1722833549415603,77018629.72916679,0.9202359837847768,0.9515836812420911,0.3060964508906305,0.5367425933305329,6.49,0.6507936507936508,27,True,True,67.71800079345704,65.03350048065185,62.87466697692871,60.15920021057129,0.625,0.125,-0.06808801744948527,0.055573739280358976,0.02928111196824173,0.028781500999232375,2.436487250885659,1.4997494686151054,0.4034860689925789,89.14922730199613,93.04169349645848,93.58097231165488,80.46925305859627,88.84014810045075,87.08950418544752,84.86799742433999,92.5949774629749,21.832743077913715,6.990502253702511,6.435125563425628,19.546844816484224,13.94478428847392,87.08950418544752,46.45041854475209,7.421120412105601,OIL AND GAS EQUIPMENT AND SERVICES
LINC,0.7640140962857395,0.113310292887977,0.09382597636408346,0.09595709924335027,-0.0019960113613511524,45.0,41.110617363957196,0.09460774090570413,37.59946416102664,0.19682556664316284,17.799999237060547,1.5280899959988539,1.4115755824210734,16672059.431980133,0.7615258204324661,0.2094400509679424,0.23449260683103634,0.521212458096709,3.56,0.6031746031746031,29,True,True,41.175,40.90250015258789,41.01500002543131,39.46640007019043,0.75,0.25,-0.08278608887958475,0.052595708786203885,0.040662889486574934,0.039396824912419394,1.5425297487880123,1.4794610529915067,0.6244575340618899,88.21353831294267,89.13393432066967,94.38586606567932,80.46925305859627,90.73567289117835,89.21442369607212,75.99806825499034,95.70186735350934,25.25354153251771,10.898261429491308,5.630231809401159,19.546844816484224,26.159047005795237,89.21442369607212,54.75692208628461,4.314230521571153,Other
CURR,1.7913670175336285,0.2679739173186168,0.08988769011370558,0.1793313554494951,0.11494255551007942,3.880000114440918,3.267596124584857,0.18741728368706098,2.7963111899732485,0.38754231945051754,0.36000001430511475,9.77777766739881,2.0793651934984387,692152.1641981602,0.9252904221026248,0.5578876673173343,0.03058515799256147,0.6098472211570244,6.97,0.6507936507936508,37,True,True,3.407000017166138,3.325500023365021,3.1156666835149127,2.79800000667572,0.75,0.25,-0.13239437603472826,0.09265801315819824,0.0751858556376922,0.05544919428392351,2.0375005615874207,2.906791974129945,1.570533416661466,87.46297488731487,91.82630392788153,99.42047649710238,80.46925305859627,83.2501609787508,61.25241468126207,89.74565357372828,99.35608499678042,21.91524468770122,8.205891822279458,0.5956213779781069,19.546844816484224,33.64455891822279,61.25241468126207,56.04475209272377,0.6600128783000644,Other
GRND,0.35987899872657564,0.10032622506308952,0.008975309393135728,-0.011721600870589396,-0.021754908742911326,13.489999771118164,13.18855350470854,0.022856658715605323,12.671942573025158,0.06455657397267645,9.850000381469727,0.36954307093187244,-0.4386184192406149,14117689.045928478,0.8818367546037463,0.551624936226356,0.053027548639821946,0.055638144006633555,2.33,0.5873015873015873,28,True,True,13.49199981689453,13.17399983406067,12.86566654841105,12.496599941253661,0.875,0.125,-0.08457247472630168,0.028229566708379828,0.033419206003282985,0.034067568982830525,1.388568308196779,1.7924772535199758,0.25229480282797845,87.4374195106246,85.8258209916291,91.72166773985833,80.46925305859627,91.60898261429492,99.50096587250484,76.29587894397939,88.31294269156471,27.360552157115265,14.206374758531872,8.29443013522215,19.546844816484224,16.150193174500963,99.50096587250484,60.8982614294913,11.703155183515776,Other
ATEX,0.9984603188517261,0.25138578135781703,0.07450328015020055,0.07317067016691547,0.027101858606564645,51.91999816894531,45.162598811352574,0.14962379348050547,39.35058693766453,0.31942118808016895,17.989999771118164,1.88604773927233,0.8128491367116136,14744628.103099823,0.7663796481123127,0.9239140467334683,0.2601867229341545,0.727183473231195,5.84,0.6190476190476191,35,True,True,47.848999404907225,43.876499557495116,42.41033312479655,40.654299926757815,0.625,0.125,-0.13497233218297858,0.030414761877860335,0.05891246452187856,0.04746451724744098,1.7109011917573438,0.7750779988766986,0.8403559973347012,87.28187379265938,93.14632968448166,98.3056986477785,80.46925305859627,78.97215067611076,99.11461687057309,56.58403090792016,97.63361236316807,21.64761751448809,6.8858660656793305,1.7103992273019961,19.546844816484224,23.81278171281391,99.11461687057309,30.159368963296846,2.3824855119124275,Other
LGN,1.3018230011390002,0.7712156853158935,0.17605793146020698,0.11880530079727629,0.02908029250875273,102.2699966430664,79.99318720204491,0.27848383368892726,65.64160780666158,0.558005662266664,29.719999313354492,2.4411170594176976,2.353114644034964,152641394.27180213,0.6990966272269401,0.8795866288569069,0.6384528670259703,0.9544340540257448,12.99,0.7142857142857143,30,True,True,87.43850021362304,78.64174976348878,71.0938331604004,63.814099884033205,0.625,0.0,-0.15882855343983512,0.07463271360183746,0.05024070741181967,0.04639749791574151,4.779414099441181,0.9675734174273651,1.1197187279570988,86.5001207340631,95.07002575660013,97.80264005151321,80.46925305859627,75.51110753380554,73.05215711526078,74.80682549903412,98.7926593689633,18.018351577591762,4.962169993560849,2.2134578235672895,19.546844816484224,21.27334191886671,73.05215711526078,28.95202833226014,1.2234385061171926,ENGINEERING & CONSTRUCTION
MTCH,0.23947960498794424,0.16207948359032764,0.015499782454185911,-0.0044537117395939815,0.00929610783363503,38.0,35.90353445496748,0.05839162012481095,33.60572953644962,0.13075956166296704,26.5495662689209,0.4312851522732052,0.28052439237748084,129098587.6196106,0.6064126504221273,0.8437269168779309,0.1128788297443712,0.1736212395138295,5.15,0.6031746031746031,27,True,True,37.322499465942386,35.877749824523924,34.23704217274984,32.85631767272949,0.75,0.125,-0.0874501626009557,0.04831534701604155,0.030143050781132365,0.03041353440822515,2.312218949162591,2.0245325646283345,0.14142057417696074,86.36147778493239,82.93625241468126,91.58483580167419,80.46925305859627,90.0595621377978,91.88667095943336,88.81197681905988,82.4050225370251,27.062339021249194,17.095943335479717,8.43126207340631,19.546844816484224,16.544591113972956,91.88667095943336,51.60173857050869,17.611075338055375,INTERNET B2C
DIOD,0.9435606235327534,0.4764631718150359,0.08306114231579712,0.06761735335664591,0.031555582682291666,116.05000305175781,97.98530246691831,0.1843613289956265,81.97993051531896,0.4155904051427861,39.209999084472656,1.9597043040410107,1.9597043040410107,62917398.92029419,0.6964649978237177,0.8366066064458488,0.7179358673901417,0.8031853345457095,11.16,0.6031746031746031,27,True,True,105.63899993896484,98.39699974060059,89.2066665649414,80.04440002441406,0.875,0.0,-0.20961536505283454,0.05120154673846078,0.042647833677466336,0.04032129503472236,1.540392156862745,1.1833921381833723,0.7897995851912906,85.99142788151964,94.07598197037993,91.58483580167419,80.46925305859627,73.15276883451384,90.09980682549903,69.48647778493239,97.32775273663876,24.08483580167418,5.956213779781069,8.43126207340631,19.546844816484224,28.605924018029622,90.09980682549903,48.29362524146813,2.6883451384417256,POWER SEMICONDUCTORS
