Ticker,6m_return,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema9,ema9_dist,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,ipo_vwap_dist,r_squared,r_squared_15d,slope,sma30w_dist,ema21w,sma30w,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
CON,0.629945543548842,0.5312240553860961,0.289292923127762,0.05732271453753558,0.072605036887802,0.03704905338604897,31.90999984741211,29.963161231372275,0.06497440643884528,28.536946835316808,0.1181995057691621,26.06880888921812,0.2240681951759548,27.286666615804037,18.555315017700195,0.7197228835496826,0.5692536762960952,32036001.42438698,0.43572927245165144,0.8938229929883329,0.871252945928228,0.14238994709357689,0.3677753836588764,25.219396548119914,23.32985388437907,9.68,0.6031746031746031,27,True,True,29.68400001525879,28.280999851226806,27.286666615804037,25.89557498931885,0.75,0.25,-0.05305606792708604,0.035423172508777225,0.0256838500813175,0.023996071734479856,3.497355665422258,1.1400961813634944,0.3448832895383631,90.25247448190537,92.58428703990103,91.47463656047015,80.59078255490257,89.78116300649552,97.15434580884627,89.02721930095888,92.11258892669348,25.556951747602845,7.670893906588309,8.540828951438293,19.424682957005878,28.526136715125272,97.15434580884627,46.597587380142286,7.902876585214972,Other
PKOH,0.7497801931982954,0.5222301877523349,0.12106232364536135,-0.0706605744801059,-0.05591681360774416,-0.042469021810388315,36.29999923706055,37.14772956106207,-0.022820515116759872,35.682992761566226,0.01729133202523563,32.10837439828133,0.13054615555384783,34.416000048319496,15.31995677947998,1.3694583320027298,0.9329836050921515,3358615.7095283507,0.38562270587763314,0.9426926113309184,0.6929864359917179,0.21229237208168628,0.33499854218623343,30.205478108435404,27.191040356953938,2.83,0.6190476190476191,29,True,True,37.37299995422363,35.52150001525879,34.416000048319496,32.386878395080565,0.75,0.125,-0.0706605744801059,0.04665920326685775,0.03979591020008268,0.042699719410319546,2.259331330992569,1.0462832371442663,0.3369839215481474,88.50931797092484,90.09820600061862,95.25595422208474,80.59078255490257,87.16749149396844,90.51964120012373,82.94154036498608,91.86514073615837,24.05041756882153,10.156974945870708,4.759511289823693,19.424682957005878,21.03309619548407,90.51964120012373,48.61583668419425,8.150324775750077,Other
UFPT,0.2266810199026071,0.4183938094549024,0.24741224658661987,0.04834487355173646,0.027269567139131055,0.013734215727132633,272.3599853515625,257.78968466689673,0.05652010748022288,244.99755067155195,0.11168452339628944,228.9272514359178,0.18972286454853343,235.80933278401693,185.27999877929688,0.46999129504525833,0.09114212045023116,50310777.60426636,0.23091804291362353,0.8133575104515753,0.7859414376223836,1.0327145258585613,0.20133730888674642,228.4040557221008,226.71399892171223,5.55,0.6349206349206349,26,True,True,253.23299865722657,241.90549850463867,235.80933278401693,224.9214001464844,0.75,0.125,-0.08977131663783894,0.04498449218291328,0.040306460760134825,0.03798281538135194,2.5226852873758383,1.1711220809129865,0.2457838064982379,88.15651098051345,91.65248994741725,91.27745128363749,80.59078255490257,84.78580266006804,91.60222703371481,87.07856480049489,88.77203835446953,25.14402257964738,8.602690999072069,8.738014228270956,19.424682957005878,23.414785029384472,91.60222703371481,49.72162078564801,11.24342715743891,Other
CARE,0.6915744901318032,0.42121174855239363,0.21222104502745556,-0.013988018671127441,-0.02587466324162693,-0.042208704192891564,33.130001068115234,32.937369940644516,0.0058484064701539275,31.297730498906727,0.05854324067594968,28.035098709379827,0.18173299161706832,29.811999956766766,16.875638961791992,0.9631849877284423,0.8222659210862721,14232126.353801727,0.38221251622113583,0.9036023943908311,0.9181567925228741,0.15877368840204406,0.39061791480095476,26.470012160480366,23.823942375183105,6.21,0.6666666666666666,25,True,True,32.863999938964845,31.100999927520753,29.811999956766766,28.143016815185547,0.875,0.0,-0.042208704192891564,0.04731648008213875,0.028499718883237147,0.02854555093982666,2.3921883420577585,0.903825878478892,0.2482588193416048,87.92085524280854,91.05320136096506,89.94355088153418,80.59078255490257,92.86266625425301,90.14846891432107,77.45128363748839,88.88029693782865,22.42789205072688,9.201979585524281,10.071914630374266,19.424682957005878,9.588617383235384,90.14846891432107,41.362511599133924,11.135168574079803,Other
TDOC,0.3142856870378767,0.7457305204103043,0.29760220187119235,0.09654343656696357,0.08490569644994717,0.010988947648731791,9.199999809265137,8.470232043031562,0.08615676200204611,7.930945970313602,0.1600129220022103,7.092040947884253,0.29722880576567245,7.535000022252401,4.46999979019165,1.0581656020325425,0.10977079030151178,34150514.99561472,0.292383255314926,0.8721803854096618,0.8444599479234725,0.05098118277097811,0.44366561956788847,6.972554155880913,6.372666692733764,6.28,0.6349206349206349,32,True,True,8.291999912261963,7.779499983787536,7.535000022252401,7.089000015258789,0.625,0.125,-0.12413794418861127,0.04323603548098441,0.0534535759263284,0.047437905027452716,4.385197939757465,0.8785674975474482,0.5332856068179607,87.74725487163624,90.38045159294772,98.0358799876276,80.59078255490257,76.58908134859263,92.80853696257346,80.5289205072688,95.36034642746675,23.20754716981132,9.874729353541603,1.9795855242808535,19.424682957005878,27.737395607794618,92.80853696257346,36.212496133622025,4.655119084441695,TELEHEALTH
HPP,0.5614035056821554,1.9929202764575202,0.2743028835028291,0.1001951836902704,0.11323241043732843,0.05161691092314132,16.90999984741211,15.45335744631781,0.09426057775175484,14.580129290373703,0.1597976609560428,12.297579666577715,0.375067314535884,13.944999917348225,5.510000228881836,2.068965362065641,-0.11186979861845456,16209402.09358406,0.393142861391288,0.9466550454288818,0.2313532339911423,0.1696874977943534,0.7302182834330507,11.798248121839933,9.773333231608072,6.88,0.6031746031746031,37,True,True,15.120999908447265,14.888999938964844,13.944999917348225,12.424799976348877,0.625,0.125,-0.1348387195217994,0.06243047695047912,0.056622938663555944,0.05250485135587401,1.8203660316061891,1.04633654764423,1.6286998643796298,87.45109031858954,95.23275595422209,97.25100525827405,80.59078255490257,75.20491803278688,78.2554902567275,79.3767398700897,99.2267244045778,22.07624497370863,5.0224249922672435,2.7644602536343954,19.424682957005878,29.121558923600375,78.2554902567275,52.19610269099907,0.7887411073306526,Other
COOK,0.36722225613064235,1.4064537515209676,0.1929229691251751,-0.06897857516011625,-0.06342762760193511,-0.009525074802149045,73.83000183105469,75.20400778054963,-0.018270381992198947,70.57573958927262,0.04611021096938975,58.74909679305973,0.2567002024067973,67.91200014750163,24.420000076293945,2.0233415888776425,-0.20612901256930444,4395380.385854339,0.2873573453852043,0.9049769653311808,0.5605610453594894,0.8101228898571384,0.49011036338228803,56.008958546106186,49.54666690826416,2.68,0.6190476190476191,35,True,True,75.48200073242188,70.28200035095215,67.91200014750163,57.541400299072265,0.75,0.125,-0.19691744037067588,0.03926914129146358,0.10184742951704487,0.10577678205872801,1.9269077068993683,0.6987277154441001,1.1136027912331876,87.20286885245902,95.35648004948965,98.06294463346737,80.59078255490257,71.7483761212496,95.36034642746675,64.14321064027219,98.5307763686978,23.07570368079184,4.89870089699969,1.9525208784410764,19.424682957005878,36.452211568202905,95.36034642746675,34.92112588926693,1.4846891432106402,Other
RDVT,0.15048280536115335,0.8461536642535582,0.22788598001544752,0.08692763719114747,0.028248515189583028,0.00045806657925501275,65.5199966430664,61.20294650301777,0.0705366389481881,57.64906642891947,0.13653178970125543,51.500401974993174,0.2722230143927938,55.75949999491374,34.400001525878906,0.9046509807209201,0.3038805302102767,10631297.367160415,0.3441976420344436,0.9046567737637655,0.710356069438557,0.4454368127655873,0.3854351068450126,50.29132086404313,47.291999689737956,7.18,0.5873015873015873,29,True,True,59.44599952697754,56.948749732971194,55.75949999491374,50.72409996032715,0.875,0.125,-0.10843170974540658,0.0735979723674728,0.044349002592117145,0.04065279434490564,1.6371435746573868,1.2618371888456916,0.6214878575353743,87.00278379214353,94.86158366841941,93.01345499536035,80.59078255490257,83.83080729972163,69.40921744509744,81.00835137643057,96.30374265388184,22.329106093411696,5.393597278069904,7.002010516548097,19.424682957005878,25.750077327559545,69.40921744509744,58.42097123414785,3.7117228580266004,Other
DVA,1.067687724672942,0.6136145123471147,0.20448138815784017,0.08233510380005306,0.05587022731604493,0.03017149024094607,234.91000366210938,220.7734513415017,0.06403193968617477,211.34913791981006,0.11147840948960369,190.56862995232686,0.23267929102956278,204.69166615804036,103.87000274658203,1.2615769466689397,0.6477974725382465,174492554.86938325,0.6283862721860085,0.8486765359887273,0.8055762760631799,1.347216271401917,0.49951807903809614,179.8964288075768,156.65699996948243,8.16,0.5714285714285714,26,True,True,217.70799713134767,209.60099868774415,204.69166615804036,192.85759979248047,0.75,0.125,-0.06307965652734024,0.05490942721840041,0.027392312955439223,0.02671843273975958,2.5018328300213293,0.8397290858786235,0.4172473230020121,86.93995515001548,93.34209712341479,86.52953912774512,80.59078255490257,88.19594803587998,84.05505722239405,75.47943086916177,93.53541602227034,22.55296937828642,6.913083823074543,13.485926384163315,19.424682957005878,20.004639653572532,84.05505722239405,38.3390040210331,6.480049489638107,Other
FTNT,0.967636227103651,0.8932509670555843,0.06669855650892896,0.03237524743231943,0.017120198974138925,-0.01717194490442525,156.25,152.5837593023822,0.024027725587441144,146.44788240826122,0.06693246382636553,126.24953398478134,0.23762833072187853,144.0349993387858,74.38999938964844,1.1004167399111795,0.47879987303116717,997675515.0106812,0.7077375543839413,0.9162272034659219,0.6553056466019626,1.498896396654542,0.5851035927115947,116.72114476713948,98.5739990234375,6.48,0.6825396825396826,31,True,True,150.8949981689453,147.78099899291993,144.0349993387858,126.80539947509766,0.875,0.0,-0.08385098148714504,0.0502038441836774,0.03883391242953786,0.03583544921875,1.8338351164731785,0.6436779854824558,0.6628537016115386,86.8854392205382,90.06340859882462,98.41865140736158,80.59078255490257,86.9703062171358,88.12248685431487,60.05258274048871,96.55119084441695,20.449079802041446,10.191772347664708,1.5968141045468605,19.424682957005878,15.480977420352612,88.12248685431487,32.67089390658831,3.4642746674914937,CYBER SECURITY
