Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,r_squared,r_squared_21d,slope,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
STRO,1.0210588722291085,0.3749488224718301,-0.022125134069679142,-0.0356015392844798,0.007800729290418277,33.59000015258789,29.658048113487247,0.13257622430359992,0.877650059009253,0.8688985632036313,0.296048393859292,0.5396825396825397,31,True,True,32.566000366210936,28.942000293731688,26.886666933695476,24.51820014953613,0.625,0.125,-0.18678725690118178,0.04227133428706816,0.07595541383584306,0.06982309055566914,1.763879950857076,0.8073153694727261,0.96009047694122,86.09681175714744,96.61500160616768,87.67667844522968,79.54946996466433,74.18888531962737,93.15772566655959,65.11403790555735,99.03629938965628,23.613475746867973,3.409090909090909,12.33938323160938,20.46659171217475,27.99951814969483,93.15772566655959,42.266302601991654,0.9797622871827819,Other
KGS,0.6185489661147819,0.13100728361200348,0.04984911083157794,0.02020977421723671,0.0022733235655195325,66.12999725341797,61.82263171822256,0.06967295657725599,0.8802603729935583,0.941094458141134,0.341549655625714,0.6666666666666666,24,True,True,63.65200004577637,61.48299999237061,60.1173334757487,57.62900001525879,0.75,0.125,-0.06808801744948527,0.0482435345018907,0.02821227752393634,0.027971952221077515,2.006687408052926,0.5902736856105397,0.5697229103700272,85.9950208801799,90.53565692258272,88.37134596851911,79.54946996466433,93.22197237391583,88.51590106007066,56.207838098297465,97.1731448763251,20.80609540636042,9.488435592675875,11.64471570831995,20.46659171217475,11.76919370382268,88.51590106007066,27.16029553485384,2.8429168005139736,OIL AND GAS EQUIPMENT AND SERVICES
PGC,0.407556978335786,0.19129932482823972,0.05971291617178417,0.03245940728651958,0.048427989703799,41.349998474121094,38.26293926087176,0.08068013782741998,0.6896570166492817,0.8846707840003516,0.11679164815791376,0.6349206349206349,30,True,True,39.54199905395508,38.22849960327149,36.85999972025554,35.698999862670895,0.75,0.125,-0.06991253427206341,0.06492331612090081,0.027697873914156658,0.029832442727679053,1.3259665670526708,1.0097384412471468,0.3650958252122492,85.86010279473176,87.6967555412785,97.51445550915516,79.54946996466433,92.96498554449084,75.24895599100546,64.99357532926437,94.07324124638612,22.360865724381625,12.327336973980085,2.501606167683906,20.46659171217475,12.026180533247672,75.24895599100546,59.10697076774815,5.942820430452939,Other
DGII,0.29295710972842315,0.18727615675247203,0.010035867042074813,0.0015994340120086695,-0.005294727106750055,56.36000061035156,53.84712098243773,0.04666692632895657,0.7449010740395734,0.8452827566558585,0.1650945649535242,0.6190476190476191,26,True,True,55.43300018310547,53.43650016784668,52.061000188191734,51.08080009460449,0.5,0.25,-0.08590397151533892,0.03124571183360988,0.033028901289424525,0.03315408646200969,1.4214662762913386,1.0281533622140875,0.25395304050541034,85.61174911660777,88.34725345326052,91.77642145840025,79.54946996466433,81.07934468358496,98.29746225505943,67.85255380661741,90.49148731127529,27.22654995181497,11.676839061998072,8.239640218438804,20.46659171217475,23.213138451654352,98.29746225505943,57.37230966912945,9.524574365563765,COMMUNICATION EQUIPMENT
ADEA,0.6393186025565895,0.2455559526898701,0.013795419141476176,0.0,-0.006266508442282447,30.1299991607666,27.598651032409297,0.0917199947702054,0.9413043619591681,0.9547203449745599,0.2078527184675366,0.6031746031746031,25,True,True,29.134999656677245,27.33499984741211,26.216999816894532,23.91520320892334,0.875,0.125,-0.0835974892823102,0.06837810403669468,0.03464914463371631,0.031062540264152463,1.5967735929247426,0.7522815017653455,0.5898659983119519,85.59829746225506,94.69964664310953,88.53196273690975,79.54946996466433,91.87680693864439,72.1490523610665,59.765499518149696,97.38194667523288,19.87030195952458,5.324445872149052,11.484098939929329,20.46659171217475,13.79296498554449,72.1490523610665,41.99325409572759,2.6341150016061676,Other
HNST,0.3920000076293945,0.20833329194122055,0.026548646426031764,0.011627895694091225,-0.025210060462819223,3.4800000190734863,3.1927093398160373,0.08998334914947272,0.7565222518568548,0.8318294220797785,0.018590629592927004,0.5873015873015873,29,True,True,3.390000009536743,3.128000009059906,3.0220000108083087,2.8450000143051146,0.625,0.125,-0.16000003814697267,0.041454880992600036,0.04204519400099905,0.04244664009206481,1.9625366341028,1.0384030870739074,0.350008154808062,85.5876566013492,86.01831031159654,93.50305171859942,79.54946996466433,77.90716350787022,93.68776100224864,77.03180212014135,93.67169932540958,26.080549309347894,14.005782203662061,6.513009958239641,20.46659171217475,24.281239961451973,93.68776100224864,48.86765178284613,6.3443623514294885,Other
VIAV,1.1700481407405783,0.29676671363824775,0.014911881437894426,-0.026652292876823885,-0.05926705405350131,44.91999816894531,41.18046581602613,0.0908084034217961,0.8933067199431981,0.8559985956569441,0.34998799148609383,0.5873015873015873,33,True,True,43.73499946594238,40.82299966812134,38.430999692281084,34.826199760437014,0.75,0.25,-0.21131540695321682,0.05798537045326515,0.06652256133141067,0.05765807058417959,1.1112913196451466,1.0606692159166955,1.104585251630131,85.51939447478316,96.24959845807902,95.52682300032123,79.54946996466433,74.08448442017345,80.87054288467716,60.63283006745904,99.3254095727594,25.50032123353678,3.7744940571795698,4.489238676517829,20.46659171217475,40.04577577899133,80.87054288467716,66.5033729521362,0.6906521040796659,COMMUNICATION EQUIPMENT
RELY,0.5361271672317508,0.4163890676013395,0.022115433110289687,0.0391007419456001,0.008538913938674036,21.260000228881836,18.78195617192729,0.13193748480035256,0.6498002119466602,0.9513028828194171,0.10207757156931677,0.5873015873015873,26,True,True,20.15999984741211,18.226499938964842,17.383833281199138,16.910699977874756,0.5,0.125,-0.146188834242181,0.05500631836023379,0.037236903389638344,0.03467277045564421,5.822083673597588,1.017319555036836,0.48978749369173463,85.37303244458721,90.47944105364598,89.29489238676518,79.54946996466433,72.71924188885319,83.3922261484099,85.48827497590747,96.30581432701574,23.047502409251525,9.544651461612592,10.721169290073885,20.46659171217475,22.434147124959846,83.3922261484099,39.078059749437834,3.7102473498233217,Other
ANRO,0.4437835353258338,0.18390246135432545,-0.05158263723928616,-0.05600928346896207,-0.010195758374092668,24.270000457763672,24.321461857140545,-0.0021158843033016166,0.8348278031349425,0.6108772889274509,0.17188988056051016,0.6031746031746031,30,True,True,25.964999771118165,24.185999870300293,23.286666679382325,21.99,0.75,0.125,-0.17743932527132406,0.03249545082579371,0.08150374726215356,0.07941521336448591,1.8932347714040088,0.5110365162981393,0.4002295515693862,85.20177481529072,91.10986186957919,95.76774815290716,79.54946996466433,78.39704465146161,98.00835207195632,50.73883713459686,94.9245101188564,22.65941214262769,8.914230645679408,4.248313523931898,20.46659171217475,26.594121426276903,98.00835207195632,24.245101188564085,5.091551557982654,Other
AIP,0.661461586582845,0.6111447615207726,0.12807465935262904,0.09419995745929859,-0.004490978105107618,26.600000381469727,21.383954532545516,0.2439233510801568,0.6214567135361524,0.9503725972620946,0.13495103330473013,0.5873015873015873,31,True,True,23.22299976348877,20.676499938964845,19.17700001398722,17.663199996948244,0.625,0.25,-0.1662034357509234,0.09125128203369746,0.0546145274235353,0.04331095456170128,3.7099806655469694,1.6335372453565487,0.6113410046649607,85.14375200770961,91.37086411821394,94.88435592675876,79.54946996466433,77.13620301959526,55.18792161901702,93.00513973658849,97.4622550594282,21.843278188242852,8.653228397044652,5.131705750080309,20.46659171217475,34.19129457115323,55.18792161901702,49.37359460327658,2.553806617410858,Other
Q,0.44738354983778383,0.2871331724579682,0.06674082011602789,0.02654678577806428,-0.004360393429215449,143.85000610351562,131.32561021945926,0.09536902865424911,0.6868067104929118,0.9137155656089718,0.5611496271991875,0.6666666666666666,31,True,True,137.28100128173827,129.65700035095216,124.35100021362305,120.8338883972168,0.5,0.375,-0.15556958731753417,0.0796004415883045,0.039318395404503347,0.03776802438036014,2.786390351399384,1.4248662640317573,0.4037209660247902,85.13110343719885,91.70012849341472,98.71908127208481,79.54946996466433,71.4262769033087,63.09026662383553,89.40732412463862,95.02088017989078,24.038708641182144,8.32396402184388,1.2969804047542564,20.46659171217475,45.74767105685834,63.09026662383553,50.224863475746865,4.995181496948281,Other
LGN,0.6305567189508344,0.4873059416470462,0.06319368323158815,0.0038214687881875306,0.012810929847623723,81.43000030517578,68.92454695818077,0.1814368595644533,0.6165455964830022,0.9294136618069305,0.40293923537668913,0.6507936507936508,29,True,True,75.30699996948242,66.89199981689453,62.10500005086263,58.21779991149902,0.5,0.125,-0.15882855343983512,0.04814998175904765,0.055716342981446884,0.046516739916269,3.5796086687644375,0.5874761532586653,0.5813684306004453,85.06163668486988,92.037423707035,97.10488274975907,79.54946996466433,71.00867330549309,88.67651782846129,63.09829746225506,97.25345326052039,20.255782203662065,7.986668808223579,2.9111789270799875,20.46659171217475,24.14471570831995,88.67651782846129,19.868294249919693,2.7626084163186637,ENGINEERING & CONSTRUCTION
PKE,0.43334648158951294,0.23803216641678168,-0.03554165666985263,0.03383104996020786,0.023227650305394407,33.91999816894531,31.78948069810698,0.06701957452753232,0.8280843975062143,0.8592691037905025,0.16195439330993164,0.6031746031746031,28,True,True,33.614999771118164,31.501762771606444,30.1916908899943,28.715733795166017,0.75,0.125,-0.09626590396171038,0.0584332316924079,0.04415522144373284,0.042600245217698986,1.86589928924226,0.5021725670170826,0.3901073478488568,85.01124317378734,92.27834885962093,93.87247028589785,79.54946996466433,89.59203340828782,80.34050754898811,49.871506585287506,94.68358496627047,19.220004818503053,7.745743655637649,6.143591390941214,20.46659171217475,15.39913266945069,80.34050754898811,24.148731127529715,5.332476710568583,Other
ORKA,1.1888251017125038,0.7174010830893045,0.1071014404296875,0.1276941511464872,0.10662032073740868,76.38999938964844,62.135983949110795,0.22940033350420014,0.7830685031988346,0.8899080392250994,0.6656984484507007,0.5555555555555556,26,True,True,68.93099975585938,62.557999801635745,55.59866663614909,46.883399925231934,0.75,0.125,-0.10890523051710355,0.09692905989991192,0.06474394942635162,0.06286351198127273,1.2963010778517223,4.381765419985327,1.12279577626783,84.89078059749438,97.06472855766143,84.9743013170575,79.54946996466433,87.96980404754257,51.52585929971089,76.62222936074527,99.35753292643751,21.052642145840025,2.9593639575971733,15.041760359781563,20.46659171217475,17.021362030195952,51.52585929971089,72.1490523610665,0.6585287504015419,Other
POWL,0.7679657545544946,0.4526057110876839,0.08113038010512778,0.03307160195144053,0.03070103922884073,260.5199890136719,225.98484243646104,0.15282063259141332,0.5647121314663955,0.904772461160792,1.196676553852181,0.5873015873015873,32,True,True,242.88199615478516,222.06083221435546,207.23622131347656,195.03092468261718,0.5,0.25,-0.18387150745813027,0.0568736359491449,0.05629859130546536,0.04875687603164635,1.677603675030584,1.2042141338041736,0.7146323081812856,84.88134436235143,91.36684869900417,95.27786700931577,79.54946996466433,67.61162865403148,81.80212014134275,76.75072277545776,98.185030517186,25.449726951493734,8.657243816254418,4.73819466752329,20.46659171217475,36.68085448120784,81.80212014134275,56.39254738194667,1.8310311596530677,ELECTRIFICATION
RUSHB,0.34051544343767304,0.23656419450037897,0.061561293423340435,0.028309252245371716,0.0143503637006914,78.45999908447266,71.55497896231472,0.09649950600634719,0.46312596651175353,0.9152049229680772,0.1918661279429304,0.6031746031746031,25,True,True,74.31500015258788,71.13199939727784,68.00299949645996,66.1053109741211,0.75,0.25,-0.11838256532254758,0.050462659902875684,0.0289078524415409,0.026255427636653395,2.785315691215327,0.8784847243483322,0.30007670285072263,84.70868133633152,83.85801477674269,88.53196273690975,79.54946996466433,86.52425313202698,86.79730163829103,76.49373594603276,92.24221008673305,26.164873112752968,16.166077738515902,11.484098939929329,20.46659171217475,27.60600706713781,86.79730163829103,37.32733697398008,7.773851590106007,Other
FLEX,0.3837174184706591,0.3901234195792389,0.05802211036904082,0.03659378883012763,-0.014549849882633692,90.08000183105469,79.06844094134395,0.13926619468669607,0.5461986921676751,0.9678785721245172,0.32288643603317574,0.6666666666666666,33,True,True,84.35500030517578,77.27849960327148,73.33366635640462,69.47419960021972,0.625,0.375,-0.13496140247498792,0.08469216971856411,0.04093251176465915,0.03654687531798722,4.621651598622389,0.9299967903550189,0.34197542287851235,84.66129938965629,88.65644073241246,99.3615483456473,79.54946996466433,81.40860905878574,59.21940250562159,81.77802762608417,93.4950208801799,22.650176678445227,11.367651782846128,0.6545133311917763,20.46659171217475,42.80035335689046,59.21940250562159,36.46000642467073,6.521040796659171,Other
