Ticker,3m_return,1m_return,1w_return,3d_return,1d_return,last_price,ema21,ema21_dist,ema60,ema60_dist,sma30d,low_52w,dist_from_52w_low,perf_52w,avg_dollar_vol,r_squared,r_squared_15d,slope,sma30w_dist,atr_dist_50sma,bullish_ratio,strong_bullish_count,ma_aligned,ma_positive_slopes,ma10,ma20,ma30,ma50,consistency_score,ll_lh_score,max_drawdown,atr_stability,adr_pct,atr_pct,up_down_ratio,volume_surge,rs_rating,Final_Score,Score_Price,Score_Candles,Score_MA,Score_Trend,Score_Vol,Score_Volume,Score_RS,Short_Score,Short_Price,Short_Candles,Short_MA,Short_Trend,Short_Vol,Short_Volume,Short_RS,Sector
GRND,0.43577543520123435,0.2491722059513383,0.10549454756780904,0.1186064053829932,0.09268643693543915,15.09000015258789,13.412771540042572,0.1250471319471975,12.787302963730841,0.18007684618001818,12.99533322652181,9.850000381469727,0.5319796515922876,-0.3712499936421712,18262993.21996956,0.8700101723236492,0.43968923791522696,0.05361366656518752,0.17593580410563825,5.84,0.6031746031746031,29,True,True,13.725999927520752,13.415499877929687,12.99533322652181,12.616799945831298,0.75,0.125,-0.08457247472630168,0.04039248296609395,0.03647538431764778,0.033579483566628876,2.3458284353656245,4.099505738961043,0.347093016400935,90.57996944355097,90.25410099710517,94.98230942425218,80.44789321325185,90.14956577677711,96.33322611772273,93.00418140881312,92.45738179478931,24.525168864586682,9.770022515278225,5.033772917336764,19.568189128337085,16.584914763589577,96.33322611772273,55.15439047925378,7.5587005467996145,Other
DELL,1.1608293470131588,0.4694369784402306,0.23067469384909445,0.09070346786647947,0.1311069032981633,260.4599914550781,210.6851321961623,0.23625235791471047,180.1577552096411,0.4457328864471757,197.8639882405599,94.47351837158203,1.7569629663906474,1.7569629663906474,1369560595.4904342,0.9362862139860819,0.43585638446112596,1.891678605760847,0.7436481127337594,9.93,0.5714285714285714,26,True,True,220.41699981689453,210.06683425903321,197.8639882405599,180.53990875244142,0.875,0.125,-0.10803753526531722,0.06416021165912295,0.04756953824110046,0.04457771905391655,2.0428948145025294,1.8532464853584611,1.0273630900974733,89.7895223544548,98.27918944998392,86.89691219041492,80.44789321325185,88.26391122547443,82.50241235123835,87.47185590221937,98.80990672241879,22.003658732711482,1.7449340623994856,13.11917015117401,19.568189128337085,19.881794789321326,82.50241235123835,53.111933097458994,1.2061756191701511,DATA CENTERS
ASTH,1.1140397479550124,0.4223670079898098,0.12349913525893758,0.11489359537760417,0.08924604330907632,39.29999923706055,33.23143037496004,0.18261533715603123,28.95994346976657,0.3570468215205159,30.900333213806153,18.15999984741211,1.1640968924711192,0.3227869555068386,17087960.658447646,0.9017376999798639,0.7654745968871085,0.2860469403354803,0.5034429722422472,9.77,0.6349206349206349,27,True,True,35.374999618530275,33.3689998626709,30.900333213806153,28.24959991455078,0.625,0.0,-0.11664132714362944,0.07138716458484498,0.04528408669868579,0.04002181185976507,15.309885833735327,1.8335939698226915,0.9834635076237039,89.552307816018,96.65487294950145,93.71582502412352,80.44789321325185,81.49324541653264,77.4847217754905,94.23448054036668,98.6812479897073,19.439731424895463,3.3692505628819553,6.300257317465423,19.568189128337085,14.839980701190091,77.4847217754905,46.09199099388871,1.334834351881634,Other
ATEX,0.9484319401536485,0.5580941521295768,0.1558494612311884,0.07704160518234576,0.05093025993423608,55.91999816894531,46.80561861024235,0.19472832171282295,40.33339741893527,0.38644403267384114,43.40299975077311,17.989999771118164,2.1083934897387504,0.9403191797738978,14970352.119396973,0.752509683991327,0.9007101435529453,0.26987997800706903,0.8520337654754128,7.63,0.6349206349206349,36,True,True,49.824999237060545,45.66049938201904,43.40299975077311,41.38369987487793,0.5,0.125,-0.13497233218297858,0.03099198561816722,0.05222365901118475,0.04602367010765157,3.2313208883167044,1.1411429502459702,0.8280846678127151,89.30584593116755,94.80540366677387,99.12351238340302,80.44789321325185,70.6256030878096,99.01897716307494,83.45127050498553,98.27918944998392,22.094322933419107,5.218719845609521,0.8925699581859119,19.568189128337085,24.103409456416856,99.01897716307494,40.294306851077515,1.7368928916050175,Other
CURR,1.6927710120919155,0.25915488738953074,0.3586625659636821,0.15206176761562992,0.03712293492721595,4.46999979019165,3.463054624611932,0.29076791293540627,2.8991719189570118,0.5418194971341161,3.243666672706604,0.36000001430511475,11.416665590471734,2.7563021640792575,784495.8275016546,0.8931965966792224,0.6296368699427402,0.03206749249552985,0.839632268049115,9.47,0.6666666666666666,38,True,True,3.643999981880188,3.4290000081062315,3.243666672706604,2.8888000011444093,0.625,0.0,-0.13239437603472826,0.0770039020711954,0.075389195507394,0.05778204069641514,2.229850243354549,2.2894123401951796,1.526448730227432,88.0080009649405,91.15069154068833,99.7266001929881,80.44789321325185,79.02460598263107,73.73753618526857,90.29430685107752,99.37278867803153,20.59967031199743,8.873431971695078,0.28948214860083626,19.568189128337085,17.30862013509167,73.73753618526857,53.682856223866196,0.6432936635574139,Other
RELY,0.7866171767595309,0.4252668930445808,0.010513035861281377,0.012642273501742657,0.05440981664346157,24.030000686645508,21.261693246201414,0.1302016452023959,18.469742277664828,0.3010468865992036,19.526333363850913,12.199999809265137,0.9696722182238253,0.0075471824862373,96056406.21752787,0.6992873147854218,0.8628264585144855,0.13587005745430691,0.5401542734799154,8.24,0.6349206349206349,30,True,True,22.751000213623048,21.257999992370607,19.526333363850913,18.24930004119873,0.75,0.25,-0.146188834242181,0.08620003048588513,0.04027994696168496,0.038434088701653275,2.5922810910884206,2.6917460339072536,0.6762645904005153,87.6616275329688,91.9789321325185,97.31424895464781,80.44789321325185,81.03891926664522,68.38211643615311,92.69057574782889,97.39466066259247,23.227323898359604,8.045191379864908,2.7018333869411384,19.568189128337085,36.47475072370537,68.38211643615311,53.03956256030878,2.621421678996462,Other
KGS,0.37428686353633794,0.14612474907396136,0.022760691431539963,-0.02450980339777322,-0.008823041793167289,69.6500015258789,66.08705552598701,0.05391291791613955,59.15039473114033,0.17750696073057565,63.61000022888184,29.950620651245117,1.325494430880296,1.0281232900723727,85411929.1547718,0.920350770451881,0.9182290938972657,0.3096249063260362,0.5009618049912581,4.73,0.6349206349206349,25,True,True,68.63000030517578,65.97200031280518,63.61000022888184,60.80560020446777,0.75,0.125,-0.06808801744948527,0.07475675500956559,0.030674155448101988,0.030750680452624718,2.0579070858416437,1.1974526083493804,0.2894023612695908,86.79659858475394,91.23914441942748,89.31730459954969,80.44789321325185,92.36088774525571,75.26535863621744,80.37150209070441,91.04213573496301,21.901334834351882,8.784979092955934,10.69877774203924,19.568189128337085,14.373592795110968,75.26535863621744,45.850755870054684,8.973946606625924,OIL AND GAS EQUIPMENT AND SERVICES
INSW,0.5479971506827843,0.24045494163916084,0.07927910714243987,0.06820574014781118,0.01596809089080922,91.62000274658203,81.72751663396247,0.1210422941997074,73.52947468674478,0.24603097107531016,78.3293327331543,33.519866943359375,1.7333044877951964,1.6331992301354499,46051447.886088945,0.7958368148336106,0.9365722781334106,0.3622989125332342,0.5143512853522996,6.29,0.6031746031746031,26,True,True,85.2339988708496,80.63399887084961,78.3293327331543,74.92316673278809,0.875,0.125,-0.13843130521152025,0.04455790522821245,0.038793110074612974,0.03541647774297835,1.032870472505018,1.1196909582718413,0.4523832209185662,86.29261820521066,92.95191379864909,90.17770987455773,80.44789321325185,83.43116757799936,94.62849790929559,60.22032807976841,94.61241556770665,26.155114184625283,7.07220971373432,9.8383724670312,19.568189128337085,24.7145384367964,94.62849790929559,62.65680283049212,5.403666773882277,ENERGY SHIPPING
PUBM,0.6347031187979871,0.26800465555187625,0.047804855718845275,0.05917153919925783,0.04882812609139367,10.739999771118164,9.721373740245294,0.10478210776486076,8.920043263536842,0.2040300090270751,9.2896666208903,6.28000020980835,0.7101909892206711,-0.03155999789486502,6484320.551970005,0.8196797405322317,0.6880703895092026,0.05940884024408373,0.27213500350300934,4.85,0.5873015873015873,26,True,True,10.10099983215332,9.769999933242797,9.2896666208903,8.89289994239807,0.625,0.25,-0.10381590681691978,0.08910658069476261,0.043763707116705276,0.04283051913144547,3.038845576253315,2.4245913444638885,0.533733689288922,86.21019620456738,90.92955934384047,88.79060791251206,80.44789321325185,83.51157928594404,66.4683177870698,93.52685751045352,95.65776777098746,23.590583788999673,9.09456416854294,11.225474429076874,19.568189128337085,29.985525892569957,66.4683177870698,51.174010935992285,4.35831457060148,Other
NTCT,0.4245626600506323,0.2154850851385633,0.1133580026501878,0.10050674686981648,0.02089316317399542,39.09000015258789,34.40533809983379,0.13616090733247962,32.15333466874481,0.2157370473484973,33.44766686757406,20.770000457763672,0.8820413717408628,0.808884731537819,19011233.90332203,0.8468535669551728,0.7055046004922436,0.11640841043489869,0.3354819031231185,7.47,0.6507936507936508,28,True,True,35.06100006103516,33.998000144958496,33.44766686757406,32.256799964904786,0.75,0.0,-0.05035246572342869,0.10490561752982347,0.026381162457700003,0.02835945726434249,1.6062828274700056,1.4138680624411553,0.3365728119667835,86.1124959794146,91.04615632036025,95.60952074622065,80.44789321325185,93.92891605017691,57.59086522997748,78.7069797362496,92.23222901254424,18.810107751688644,8.977967192023158,4.406561595368285,19.568189128337085,6.420874879382438,57.59086522997748,54.68800257317466,7.7838533290447085,Other
